component_id,brand,component_type,price_min,price_max,type,capacity_ah,voltage,derating_factor,max_voltage_V,max_current_A,rated_power_w,voltage_input,voltage_output,mode,panel_type,cabling_loss,safety_factor,area_m2
Souer_MPPT_60V_15A_3376,Souer,charge_controllers_synth,145192.0,241988.0,MPPT,,,0.95,60.0,15.0,,,,,,,,
Souer_MPPT_24V_85A_3406,Souer,charge_controllers_synth,125604.0,209340.0,MPPT,,,0.92,24.0,85.0,,,,,,,,
Souer_MPPT_12V_55A_3558,Souer,charge_controllers_synth,146938.0,244896.0,MPPT,,,0.94,12.0,55.0,,,,,,,,
Souer_MPPT_100V_55A_3567,Souer,charge_controllers_synth,169582.0,282638.0,MPPT,,,0.91,100.0,55.0,,,,,,,,
Souer_MPPT_150V_80A_3638,Souer,charge_controllers_synth,140225.0,233709.0,MPPT,,,0.94,150.0,80.0,,,,,,,,
Souer_MPPT_12V_20A_3679,Souer,charge_controllers_synth,180752.0,301254.0,MPPT,,,0.92,12.0,20.0,,,,,,,,
Souer_MPPT_24V_60A_3747,Souer,charge_controllers_synth,176051.0,293419.0,MPPT,,,0.93,24.0,60.0,,,,,,,,
Souer_MPPT_12V_65A_3758,Souer,charge_controllers_synth,187135.0,311891.0,MPPT,,,0.91,12.0,65.0,,,,,,,,
Souer_MPPT_36V_100A_3813,Souer,charge_controllers_synth,117275.0,195459.0,MPPT,,,0.94,36.0,100.0,,,,,,,,
Souer_MPPT_12V_45A_3861,Souer,charge_controllers_synth,181758.0,302930.0,MPPT,,,0.93,12.0,45.0,,,,,,,,
Souer_MPPT_100V_95A_3868,Souer,charge_controllers_synth,156972.0,261620.0,MPPT,,,0.92,100.0,95.0,,,,,,,,
Souer_MPPT_36V_35A_3913,Souer,charge_controllers_synth,173337.0,288895.0,MPPT,,,0.94,36.0,35.0,,,,,,,,
Souer_MPPT_100V_30A_3927,Souer,charge_controllers_synth,138498.0,230830.0,MPPT,,,0.93,100.0,30.0,,,,,,,,
Souer_MPPT_12V_95A_3932,Souer,charge_controllers_synth,133980.0,223300.0,MPPT,,,0.94,12.0,95.0,,,,,,,,
Souer_MPPT_150V_70A_3934,Souer,charge_controllers_synth,184006.0,306676.0,MPPT,,,0.95,150.0,70.0,,,,,,,,
Souer_MPPT_150V_85A_3947,Souer,charge_controllers_synth,146352.0,243920.0,MPPT,,,0.93,150.0,85.0,,,,,,,,
Souer_MPPT_36V_35A_4029,Souer,charge_controllers_synth,184346.0,307244.0,MPPT,,,0.93,36.0,35.0,,,,,,,,
Souer_MPPT_36V_95A_4070,Souer,charge_controllers_synth,141496.0,235828.0,MPPT,,,0.91,36.0,95.0,,,,,,,,
Souer_MPPT_48V_45A_4078,Souer,charge_controllers_synth,172797.0,287995.0,MPPT,,,0.92,48.0,45.0,,,,,,,,
Souer_MPPT_36V_95A_4084,Souer,charge_controllers_synth,144472.0,240786.0,MPPT,,,0.93,36.0,95.0,,,,,,,,
Souer_MPPT_150V_90A_4099,Souer,charge_controllers_synth,149551.0,249251.0,MPPT,,,0.92,150.0,90.0,,,,,,,,
Souer_MPPT_12V_80A_4107,Souer,charge_controllers_synth,136478.0,227462.0,MPPT,,,0.95,12.0,80.0,,,,,,,,
Souer_MPPT_150V_20A_4200,Souer,charge_controllers_synth,120230.0,200384.0,MPPT,,,0.94,150.0,20.0,,,,,,,,
Souer_MPPT_12V_85A_4203,Souer,charge_controllers_synth,164246.0,273744.0,MPPT,,,0.94,12.0,85.0,,,,,,,,
Souer_MPPT_24V_75A_4361,Souer,charge_controllers_synth,114058.0,190098.0,MPPT,,,0.95,24.0,75.0,,,,,,,,
Souer_MPPT_48V_10A_4410,Souer,charge_controllers_synth,136348.0,227246.0,MPPT,,,0.92,48.0,10.0,,,,,,,,
Souer_MPPT_36V_55A_4424,Souer,charge_controllers_synth,181975.0,303291.0,MPPT,,,0.95,36.0,55.0,,,,,,,,
Souer_MPPT_48V_70A_4429,Souer,charge_controllers_synth,168236.0,280392.0,MPPT,,,0.93,48.0,70.0,,,,,,,,
Souer_MPPT_60V_35A_4458,Souer,charge_controllers_synth,177393.0,295655.0,MPPT,,,0.91,60.0,35.0,,,,,,,,
Souer_MPPT_48V_55A_4545,Souer,charge_controllers_synth,156059.0,260099.0,MPPT,,,0.93,48.0,55.0,,,,,,,,
Souer_MPPT_24V_65A_4547,Souer,charge_controllers_synth,163016.0,271692.0,MPPT,,,0.94,24.0,65.0,,,,,,,,
Souer_MPPT_150V_40A_4691,Souer,charge_controllers_synth,168278.0,280464.0,MPPT,,,0.92,150.0,40.0,,,,,,,,
Souer_MPPT_48V_50A_4742,Souer,charge_controllers_synth,174547.0,290911.0,MPPT,,,0.95,48.0,50.0,,,,,,,,
Souer_MPPT_60V_35A_4766,Souer,charge_controllers_synth,160376.0,267292.0,MPPT,,,0.94,60.0,35.0,,,,,,,,
Souer_MPPT_100V_45A_4807,Souer,charge_controllers_synth,134305.0,223841.0,MPPT,,,0.92,100.0,45.0,,,,,,,,
Souer_MPPT_24V_85A_4863,Souer,charge_controllers_synth,124502.0,207502.0,MPPT,,,0.94,24.0,85.0,,,,,,,,
Souer_MPPT_24V_90A_4875,Souer,charge_controllers_synth,182908.0,304846.0,MPPT,,,0.92,24.0,90.0,,,,,,,,
Souer_MPPT_24V_50A_4906,Souer,charge_controllers_synth,112516.0,187528.0,MPPT,,,0.93,24.0,50.0,,,,,,,,
Souer_PWM_48V_100A_35,Souer,charge_controllers_synth,159530.0,265884.0,PWM,,,0.92,48.0,100.0,,,,,,,,
Souer_PWM_48V_10A_47,Souer,charge_controllers_synth,155698.0,259496.0,PWM,,,0.94,48.0,10.0,,,,,,,,
Souer_PWM_36V_55A_53,Souer,charge_controllers_synth,173176.0,288626.0,PWM,,,0.91,36.0,55.0,,,,,,,,
Souer_PWM_24V_65A_76,Souer,charge_controllers_synth,120608.0,201012.0,PWM,,,0.92,24.0,65.0,,,,,,,,
Souer_PWM_60V_50A_94,Souer,charge_controllers_synth,165808.0,276348.0,PWM,,,0.94,60.0,50.0,,,,,,,,
Souer_PWM_60V_60A_221,Souer,charge_controllers_synth,172390.0,287316.0,PWM,,,0.93,60.0,60.0,,,,,,,,
Souer_PWM_36V_55A_285,Souer,charge_controllers_synth,142080.0,236800.0,PWM,,,0.94,36.0,55.0,,,,,,,,
Souer_PWM_48V_25A_325,Souer,charge_controllers_synth,133067.0,221779.0,PWM,,,0.93,48.0,25.0,,,,,,,,
Souer_PWM_24V_60A_339,Souer,charge_controllers_synth,121074.0,201790.0,PWM,,,0.93,24.0,60.0,,,,,,,,
Souer_PWM_60V_50A_425,Souer,charge_controllers_synth,170506.0,284176.0,PWM,,,0.92,60.0,50.0,,,,,,,,
Souer_PWM_12V_90A_448,Souer,charge_controllers_synth,144154.0,240256.0,PWM,,,0.92,12.0,90.0,,,,,,,,
Souer_PWM_36V_25A_508,Souer,charge_controllers_synth,116007.0,193345.0,PWM,,,0.94,36.0,25.0,,,,,,,,
Souer_PWM_36V_100A_574,Souer,charge_controllers_synth,184450.0,307416.0,PWM,,,0.93,36.0,100.0,,,,,,,,
Souer_PWM_12V_40A_651,Souer,charge_controllers_synth,118706.0,197844.0,PWM,,,0.91,12.0,40.0,,,,,,,,
Souer_PWM_24V_10A_687,Souer,charge_controllers_synth,113749.0,189581.0,PWM,,,0.94,24.0,10.0,,,,,,,,
Souer_PWM_24V_15A_755,Souer,charge_controllers_synth,125467.0,209111.0,PWM,,,0.92,24.0,15.0,,,,,,,,
Souer_PWM_36V_90A_772,Souer,charge_controllers_synth,155391.0,258985.0,PWM,,,0.92,36.0,90.0,,,,,,,,
Souer_PWM_60V_90A_804,Souer,charge_controllers_synth,123851.0,206419.0,PWM,,,0.93,60.0,90.0,,,,,,,,
Souer_PWM_48V_90A_813,Souer,charge_controllers_synth,178564.0,297608.0,PWM,,,0.93,48.0,90.0,,,,,,,,
Souer_PWM_24V_75A_887,Souer,charge_controllers_synth,186116.0,310192.0,PWM,,,0.93,24.0,75.0,,,,,,,,
Souer_PWM_48V_25A_929,Souer,charge_controllers_synth,142918.0,238196.0,PWM,,,0.94,48.0,25.0,,,,,,,,
Souer_PWM_60V_60A_941,Souer,charge_controllers_synth,127576.0,212628.0,PWM,,,0.95,60.0,60.0,,,,,,,,
Souer_PWM_24V_85A_974,Souer,charge_controllers_synth,115297.0,192161.0,PWM,,,0.94,24.0,85.0,,,,,,,,
Souer_PWM_24V_45A_993,Souer,charge_controllers_synth,158330.0,263882.0,PWM,,,0.91,24.0,45.0,,,,,,,,
Souer_PWM_48V_25A_1017,Souer,charge_controllers_synth,120989.0,201649.0,PWM,,,0.93,48.0,25.0,,,,,,,,
Souer_PWM_24V_20A_1039,Souer,charge_controllers_synth,174313.0,290521.0,PWM,,,0.94,24.0,20.0,,,,,,,,
Souer_PWM_60V_40A_1153,Souer,charge_controllers_synth,112862.0,188104.0,PWM,,,0.92,60.0,40.0,,,,,,,,
Souer_PWM_60V_85A_1190,Souer,charge_controllers_synth,144498.0,240830.0,PWM,,,0.91,60.0,85.0,,,,,,,,
Souer_PWM_48V_85A_1191,Souer,charge_controllers_synth,159426.0,265710.0,PWM,,,0.91,48.0,85.0,,,,,,,,
Souer_PWM_60V_35A_1271,Souer,charge_controllers_synth,133790.0,222982.0,PWM,,,0.92,60.0,35.0,,,,,,,,
Souer_PWM_60V_60A_1328,Souer,charge_controllers_synth,141920.0,236532.0,PWM,,,0.92,60.0,60.0,,,,,,,,
Souer_PWM_60V_35A_1339,Souer,charge_controllers_synth,136906.0,228176.0,PWM,,,0.94,60.0,35.0,,,,,,,,
Souer_PWM_24V_50A_1394,Souer,charge_controllers_synth,178839.0,298065.0,PWM,,,0.94,24.0,50.0,,,,,,,,
Souer_PWM_24V_80A_1401,Souer,charge_controllers_synth,175084.0,291806.0,PWM,,,0.91,24.0,80.0,,,,,,,,
Souer_PWM_48V_85A_1448,Souer,charge_controllers_synth,182205.0,303675.0,PWM,,,0.94,48.0,85.0,,,,,,,,
Souer_PWM_36V_25A_1482,Souer,charge_controllers_synth,169496.0,282494.0,PWM,,,0.94,36.0,25.0,,,,,,,,
Souer_PWM_12V_25A_1611,Souer,charge_controllers_synth,155092.0,258486.0,PWM,,,0.92,12.0,25.0,,,,,,,,
Souer_PWM_60V_60A_1628,Souer,charge_controllers_synth,156146.0,260244.0,PWM,,,0.92,60.0,60.0,,,,,,,,
Souer_PWM_12V_50A_1691,Souer,charge_controllers_synth,131284.0,218806.0,PWM,,,0.92,12.0,50.0,,,,,,,,
Souer_PWM_24V_55A_1734,Souer,charge_controllers_synth,173856.0,289760.0,PWM,,,0.92,24.0,55.0,,,,,,,,
Souer_PWM_12V_50A_1789,Souer,charge_controllers_synth,133150.0,221916.0,PWM,,,0.93,12.0,50.0,,,,,,,,
Souer_PWM_12V_15A_1848,Souer,charge_controllers_synth,158369.0,263949.0,PWM,,,0.94,12.0,15.0,,,,,,,,
Souer_PWM_12V_70A_1858,Souer,charge_controllers_synth,154393.0,257321.0,PWM,,,0.94,12.0,70.0,,,,,,,,
Souer_PWM_24V_60A_1883,Souer,charge_controllers_synth,187326.0,312210.0,PWM,,,0.92,24.0,60.0,,,,,,,,
Souer_PWM_48V_85A_1889,Souer,charge_controllers_synth,161047.0,268411.0,PWM,,,0.92,48.0,85.0,,,,,,,,
Souer_PWM_48V_65A_1911,Souer,charge_controllers_synth,153076.0,255126.0,PWM,,,0.93,48.0,65.0,,,,,,,,
Souer_PWM_24V_25A_1918,Souer,charge_controllers_synth,179650.0,299416.0,PWM,,,0.92,24.0,25.0,,,,,,,,
Souer_PWM_24V_75A_1990,Souer,charge_controllers_synth,151318.0,252198.0,PWM,,,0.92,24.0,75.0,,,,,,,,
Souer_PWM_12V_85A_1996,Souer,charge_controllers_synth,117238.0,195398.0,PWM,,,0.94,12.0,85.0,,,,,,,,
Souer_PWM_60V_55A_2123,Souer,charge_controllers_synth,175948.0,293248.0,PWM,,,0.93,60.0,55.0,,,,,,,,
Souer_PWM_36V_30A_2148,Souer,charge_controllers_synth,128142.0,213570.0,PWM,,,0.94,36.0,30.0,,,,,,,,
Souer_PWM_60V_15A_2193,Souer,charge_controllers_synth,178631.0,297719.0,PWM,,,0.94,60.0,15.0,,,,,,,,
Souer_PWM_60V_35A_2235,Souer,charge_controllers_synth,144598.0,240996.0,PWM,,,0.94,60.0,35.0,,,,,,,,
Souer_PWM_24V_20A_2291,Souer,charge_controllers_synth,139519.0,232531.0,PWM,,,0.91,24.0,20.0,,,,,,,,
Souer_PWM_48V_10A_2308,Souer,charge_controllers_synth,127943.0,213239.0,PWM,,,0.94,48.0,10.0,,,,,,,,
Souer_PWM_24V_65A_2311,Souer,charge_controllers_synth,130214.0,217024.0,PWM,,,0.93,24.0,65.0,,,,,,,,
Souer_PWM_24V_25A_2312,Souer,charge_controllers_synth,126313.0,210521.0,PWM,,,0.94,24.0,25.0,,,,,,,,
Souer_PWM_36V_85A_2321,Souer,charge_controllers_synth,163044.0,271740.0,PWM,,,0.92,36.0,85.0,,,,,,,,
Souer_PWM_24V_80A_2426,Souer,charge_controllers_synth,181838.0,303062.0,PWM,,,0.95,24.0,80.0,,,,,,,,
Souer_PWM_60V_90A_2444,Souer,charge_controllers_synth,160856.0,268092.0,PWM,,,0.94,60.0,90.0,,,,,,,,
Souer_PWM_60V_15A_2450,Souer,charge_controllers_synth,138676.0,231126.0,PWM,,,0.93,60.0,15.0,,,,,,,,
Souer_PWM_12V_95A_2453,Souer,charge_controllers_synth,172666.0,287778.0,PWM,,,0.95,12.0,95.0,,,,,,,,
Souer_PWM_36V_10A_2458,Souer,charge_controllers_synth,145100.0,241832.0,PWM,,,0.94,36.0,10.0,,,,,,,,
Souer_PWM_24V_25A_2515,Souer,charge_controllers_synth,154345.0,257241.0,PWM,,,0.94,24.0,25.0,,,,,,,,
Souer_PWM_24V_60A_2600,Souer,charge_controllers_synth,150293.0,250489.0,PWM,,,0.94,24.0,60.0,,,,,,,,
Souer_PWM_24V_50A_2700,Souer,charge_controllers_synth,161120.0,268534.0,PWM,,,0.92,24.0,50.0,,,,,,,,
Souer_PWM_60V_60A_2769,Souer,charge_controllers_synth,187487.0,312479.0,PWM,,,0.92,60.0,60.0,,,,,,,,
Souer_PWM_36V_85A_2774,Souer,charge_controllers_synth,122316.0,203860.0,PWM,,,0.91,36.0,85.0,,,,,,,,
Souer_PWM_12V_35A_2780,Souer,charge_controllers_synth,145237.0,242061.0,PWM,,,0.93,12.0,35.0,,,,,,,,
Souer_PWM_36V_70A_2819,Souer,charge_controllers_synth,156135.0,260225.0,PWM,,,0.93,36.0,70.0,,,,,,,,
Souer_PWM_24V_90A_2883,Souer,charge_controllers_synth,123434.0,205722.0,PWM,,,0.94,24.0,90.0,,,,,,,,
Souer_PWM_60V_50A_2944,Souer,charge_controllers_synth,146548.0,244248.0,PWM,,,0.93,60.0,50.0,,,,,,,,
Souer_PWM_36V_50A_3148,Souer,charge_controllers_synth,136940.0,228234.0,PWM,,,0.94,36.0,50.0,,,,,,,,
Souer_PWM_24V_30A_3149,Souer,charge_controllers_synth,175466.0,292444.0,PWM,,,0.92,24.0,30.0,,,,,,,,
Souer_PWM_48V_40A_3171,Souer,charge_controllers_synth,126338.0,210564.0,PWM,,,0.92,48.0,40.0,,,,,,,,
Souer_PWM_24V_55A_3182,Souer,charge_controllers_synth,183602.0,306004.0,PWM,,,0.93,24.0,55.0,,,,,,,,
Souer_PWM_36V_40A_3183,Souer,charge_controllers_synth,167340.0,278900.0,PWM,,,0.93,36.0,40.0,,,,,,,,
Souer_PWM_36V_90A_3227,Souer,charge_controllers_synth,162356.0,270592.0,PWM,,,0.94,36.0,90.0,,,,,,,,
Souer_PWM_48V_55A_3327,Souer,charge_controllers_synth,160621.0,267701.0,PWM,,,0.94,48.0,55.0,,,,,,,,
Souer_PWM_60V_50A_3402,Souer,charge_controllers_synth,178212.0,297020.0,PWM,,,0.94,60.0,50.0,,,,,,,,
Souer_PWM_60V_50A_3441,Souer,charge_controllers_synth,184695.0,307825.0,PWM,,,0.93,60.0,50.0,,,,,,,,
Souer_PWM_60V_95A_3491,Souer,charge_controllers_synth,134951.0,224919.0,PWM,,,0.93,60.0,95.0,,,,,,,,
Souer_PWM_60V_90A_3505,Souer,charge_controllers_synth,180488.0,300812.0,PWM,,,0.94,60.0,90.0,,,,,,,,
Souer_PWM_48V_90A_3549,Souer,charge_controllers_synth,141905.0,236509.0,PWM,,,0.92,48.0,90.0,,,,,,,,
Souer_PWM_36V_90A_3594,Souer,charge_controllers_synth,117198.0,195330.0,PWM,,,0.92,36.0,90.0,,,,,,,,
Souer_PWM_60V_20A_3652,Souer,charge_controllers_synth,129754.0,216256.0,PWM,,,0.93,60.0,20.0,,,,,,,,
Souer_PWM_12V_55A_3693,Souer,charge_controllers_synth,166826.0,278044.0,PWM,,,0.91,12.0,55.0,,,,,,,,
Souer_PWM_24V_35A_3699,Souer,charge_controllers_synth,175911.0,293185.0,PWM,,,0.93,24.0,35.0,,,,,,,,
Souer_PWM_24V_10A_3738,Souer,charge_controllers_synth,162016.0,270026.0,PWM,,,0.94,24.0,10.0,,,,,,,,
Souer_PWM_36V_15A_3763,Souer,charge_controllers_synth,145063.0,241771.0,PWM,,,0.94,36.0,15.0,,,,,,,,
Souer_PWM_12V_35A_3821,Souer,charge_controllers_synth,117475.0,195791.0,PWM,,,0.94,12.0,35.0,,,,,,,,
Souer_PWM_36V_35A_3823,Souer,charge_controllers_synth,169436.0,282392.0,PWM,,,0.91,36.0,35.0,,,,,,,,
Souer_PWM_12V_40A_3835,Souer,charge_controllers_synth,132764.0,221274.0,PWM,,,0.93,12.0,40.0,,,,,,,,
Souer_PWM_24V_10A_3884,Souer,charge_controllers_synth,129576.0,215960.0,PWM,,,0.93,24.0,10.0,,,,,,,,
Souer_PWM_12V_65A_3888,Souer,charge_controllers_synth,149444.0,249074.0,PWM,,,0.93,12.0,65.0,,,,,,,,
Souer_PWM_24V_85A_3895,Souer,charge_controllers_synth,118746.0,197910.0,PWM,,,0.94,24.0,85.0,,,,,,,,
Souer_PWM_48V_75A_3906,Souer,charge_controllers_synth,157958.0,263262.0,PWM,,,0.91,48.0,75.0,,,,,,,,
Souer_PWM_24V_85A_3949,Souer,charge_controllers_synth,174210.0,290350.0,PWM,,,0.93,24.0,85.0,,,,,,,,
Souer_PWM_24V_100A_3982,Souer,charge_controllers_synth,165812.0,276354.0,PWM,,,0.94,24.0,100.0,,,,,,,,
Souer_PWM_60V_15A_3993,Souer,charge_controllers_synth,178406.0,297344.0,PWM,,,0.93,60.0,15.0,,,,,,,,
Souer_PWM_60V_40A_4055,Souer,charge_controllers_synth,128788.0,214646.0,PWM,,,0.93,60.0,40.0,,,,,,,,
Souer_PWM_36V_80A_4058,Souer,charge_controllers_synth,174007.0,290011.0,PWM,,,0.94,36.0,80.0,,,,,,,,
Souer_PWM_60V_95A_4120,Souer,charge_controllers_synth,156416.0,260694.0,PWM,,,0.91,60.0,95.0,,,,,,,,
Souer_PWM_60V_15A_4183,Souer,charge_controllers_synth,160020.0,266700.0,PWM,,,0.91,60.0,15.0,,,,,,,,
Souer_PWM_60V_95A_4191,Souer,charge_controllers_synth,119807.0,199679.0,PWM,,,0.94,60.0,95.0,,,,,,,,
Souer_PWM_36V_50A_4212,Souer,charge_controllers_synth,164394.0,273990.0,PWM,,,0.93,36.0,50.0,,,,,,,,
Souer_PWM_48V_45A_4254,Souer,charge_controllers_synth,162042.0,270070.0,PWM,,,0.93,48.0,45.0,,,,,,,,
Souer_PWM_60V_85A_4293,Souer,charge_controllers_synth,119479.0,199131.0,PWM,,,0.94,60.0,85.0,,,,,,,,
Souer_PWM_12V_60A_4326,Souer,charge_controllers_synth,183328.0,305548.0,PWM,,,0.94,12.0,60.0,,,,,,,,
Souer_PWM_12V_65A_4379,Souer,charge_controllers_synth,142360.0,237266.0,PWM,,,0.93,12.0,65.0,,,,,,,,
Souer_PWM_60V_80A_4425,Souer,charge_controllers_synth,178851.0,298085.0,PWM,,,0.92,60.0,80.0,,,,,,,,
Souer_PWM_60V_65A_4430,Souer,charge_controllers_synth,138064.0,230108.0,PWM,,,0.94,60.0,65.0,,,,,,,,
Souer_PWM_48V_20A_4552,Souer,charge_controllers_synth,161137.0,268561.0,PWM,,,0.93,48.0,20.0,,,,,,,,
Souer_PWM_24V_15A_4557,Souer,charge_controllers_synth,169612.0,282688.0,PWM,,,0.94,24.0,15.0,,,,,,,,
Souer_PWM_12V_70A_4565,Souer,charge_controllers_synth,148442.0,247404.0,PWM,,,0.92,12.0,70.0,,,,,,,,
Souer_PWM_24V_20A_4621,Souer,charge_controllers_synth,167756.0,279594.0,PWM,,,0.95,24.0,20.0,,,,,,,,
Souer_PWM_36V_30A_4625,Souer,charge_controllers_synth,142285.0,237141.0,PWM,,,0.94,36.0,30.0,,,,,,,,
Souer_PWM_60V_30A_4670,Souer,charge_controllers_synth,154916.0,258194.0,PWM,,,0.94,60.0,30.0,,,,,,,,
Souer_PWM_36V_55A_4676,Souer,charge_controllers_synth,118951.0,198251.0,PWM,,,0.91,36.0,55.0,,,,,,,,
Souer_PWM_24V_35A_4730,Souer,charge_controllers_synth,154085.0,256809.0,PWM,,,0.94,24.0,35.0,,,,,,,,
Souer_PWM_36V_80A_4743,Souer,charge_controllers_synth,185642.0,309402.0,PWM,,,0.94,36.0,80.0,,,,,,,,
Souer_PWM_60V_55A_4861,Souer,charge_controllers_synth,185025.0,308375.0,PWM,,,0.93,60.0,55.0,,,,,,,,
Souer_PWM_24V_10A_4915,Souer,charge_controllers_synth,121827.0,203045.0,PWM,,,0.93,24.0,10.0,,,,,,,,
SRNE_MPPT_36V_95A_0,SRNE,charge_controllers_synth,37965.0,63275.0,MPPT,,,0.93,36.0,95.0,,,,,,,,
SRNE_MPPT_12V_75A_17,SRNE,charge_controllers_synth,57359.0,95599.0,MPPT,,,0.94,12.0,75.0,,,,,,,,
SRNE_MPPT_24V_30A_18,SRNE,charge_controllers_synth,39730.0,66216.0,MPPT,,,0.94,24.0,30.0,,,,,,,,
SRNE_MPPT_150V_20A_19,SRNE,charge_controllers_synth,28562.0,47604.0,MPPT,,,0.94,150.0,20.0,,,,,,,,
SRNE_MPPT_24V_100A_34,SRNE,charge_controllers_synth,27536.0,45894.0,MPPT,,,0.94,24.0,100.0,,,,,,,,
SRNE_MPPT_60V_45A_50,SRNE,charge_controllers_synth,37810.0,63016.0,MPPT,,,0.95,60.0,45.0,,,,,,,,
SRNE_MPPT_12V_35A_63,SRNE,charge_controllers_synth,38524.0,64206.0,MPPT,,,0.92,12.0,35.0,,,,,,,,
SRNE_MPPT_36V_60A_99,SRNE,charge_controllers_synth,37550.0,62582.0,MPPT,,,0.91,36.0,60.0,,,,,,,,
SRNE_MPPT_60V_45A_101,SRNE,charge_controllers_synth,37404.0,62340.0,MPPT,,,0.91,60.0,45.0,,,,,,,,
SRNE_MPPT_150V_100A_111,SRNE,charge_controllers_synth,56915.0,94859.0,MPPT,,,0.94,150.0,100.0,,,,,,,,
SRNE_MPPT_60V_15A_125,SRNE,charge_controllers_synth,54106.0,90176.0,MPPT,,,0.93,60.0,15.0,,,,,,,,
SRNE_MPPT_12V_45A_132,SRNE,charge_controllers_synth,43270.0,72116.0,MPPT,,,0.92,12.0,45.0,,,,,,,,
SRNE_MPPT_48V_25A_134,SRNE,charge_controllers_synth,19448.0,32414.0,MPPT,,,0.94,48.0,25.0,,,,,,,,
SRNE_MPPT_60V_85A_141,SRNE,charge_controllers_synth,54602.0,91002.0,MPPT,,,0.91,60.0,85.0,,,,,,,,
SRNE_MPPT_48V_15A_154,SRNE,charge_controllers_synth,48554.0,80924.0,MPPT,,,0.92,48.0,15.0,,,,,,,,
SRNE_MPPT_60V_100A_155,SRNE,charge_controllers_synth,23024.0,38374.0,MPPT,,,0.94,60.0,100.0,,,,,,,,
SRNE_MPPT_36V_25A_160,SRNE,charge_controllers_synth,41612.0,69354.0,MPPT,,,0.92,36.0,25.0,,,,,,,,
SRNE_MPPT_100V_55A_194,SRNE,charge_controllers_synth,26348.0,43914.0,MPPT,,,0.94,100.0,55.0,,,,,,,,
SRNE_MPPT_12V_75A_251,SRNE,charge_controllers_synth,26911.0,44851.0,MPPT,,,0.92,12.0,75.0,,,,,,,,
SRNE_MPPT_60V_70A_257,SRNE,charge_controllers_synth,50711.0,84519.0,MPPT,,,0.93,60.0,70.0,,,,,,,,
SRNE_MPPT_24V_40A_264,SRNE,charge_controllers_synth,53285.0,88809.0,MPPT,,,0.92,24.0,40.0,,,,,,,,
SRNE_MPPT_48V_95A_376,SRNE,charge_controllers_synth,49112.0,81852.0,MPPT,,,0.92,48.0,95.0,,,,,,,,
SRNE_MPPT_150V_30A_402,SRNE,charge_controllers_synth,31023.0,51705.0,MPPT,,,0.91,150.0,30.0,,,,,,,,
SRNE_MPPT_60V_75A_406,SRNE,charge_controllers_synth,34115.0,56859.0,MPPT,,,0.95,60.0,75.0,,,,,,,,
SRNE_MPPT_36V_30A_444,SRNE,charge_controllers_synth,29802.0,49670.0,MPPT,,,0.91,36.0,30.0,,,,,,,,
SRNE_MPPT_12V_65A_453,SRNE,charge_controllers_synth,26686.0,44478.0,MPPT,,,0.91,12.0,65.0,,,,,,,,
SRNE_MPPT_48V_70A_484,SRNE,charge_controllers_synth,25605.0,42675.0,MPPT,,,0.93,48.0,70.0,,,,,,,,
SRNE_MPPT_150V_15A_505,SRNE,charge_controllers_synth,15202.0,25336.0,MPPT,,,0.93,150.0,15.0,,,,,,,,
SRNE_MPPT_24V_75A_506,SRNE,charge_controllers_synth,57559.0,95931.0,MPPT,,,0.94,24.0,75.0,,,,,,,,
SRNE_MPPT_100V_55A_537,SRNE,charge_controllers_synth,51282.0,85470.0,MPPT,,,0.91,100.0,55.0,,,,,,,,
SRNE_MPPT_100V_100A_555,SRNE,charge_controllers_synth,49459.0,82431.0,MPPT,,,0.94,100.0,100.0,,,,,,,,
SRNE_MPPT_150V_25A_570,SRNE,charge_controllers_synth,34404.0,57340.0,MPPT,,,0.92,150.0,25.0,,,,,,,,
SRNE_MPPT_24V_65A_583,SRNE,charge_controllers_synth,35902.0,59838.0,MPPT,,,0.91,24.0,65.0,,,,,,,,
SRNE_MPPT_24V_30A_600,SRNE,charge_controllers_synth,23069.0,38449.0,MPPT,,,0.95,24.0,30.0,,,,,,,,
SRNE_MPPT_150V_45A_675,SRNE,charge_controllers_synth,28428.0,47380.0,MPPT,,,0.92,150.0,45.0,,,,,,,,
SRNE_MPPT_150V_100A_699,SRNE,charge_controllers_synth,47013.0,78355.0,MPPT,,,0.93,150.0,100.0,,,,,,,,
SRNE_MPPT_100V_40A_758,SRNE,charge_controllers_synth,53829.0,89715.0,MPPT,,,0.95,100.0,40.0,,,,,,,,
SRNE_MPPT_24V_30A_788,SRNE,charge_controllers_synth,35811.0,59685.0,MPPT,,,0.94,24.0,30.0,,,,,,,,
SRNE_MPPT_100V_100A_837,SRNE,charge_controllers_synth,36154.0,60258.0,MPPT,,,0.95,100.0,100.0,,,,,,,,
SRNE_MPPT_36V_85A_866,SRNE,charge_controllers_synth,21280.0,35468.0,MPPT,,,0.91,36.0,85.0,,,,,,,,
SRNE_MPPT_60V_55A_933,SRNE,charge_controllers_synth,42425.0,70709.0,MPPT,,,0.92,60.0,55.0,,,,,,,,
SRNE_MPPT_24V_40A_950,SRNE,charge_controllers_synth,21397.0,35661.0,MPPT,,,0.93,24.0,40.0,,,,,,,,
SRNE_MPPT_36V_10A_957,SRNE,charge_controllers_synth,34876.0,58128.0,MPPT,,,0.95,36.0,10.0,,,,,,,,
