panel_id,brand,panel_type,rated_power_w,voltage,derating_factor,cabling_loss,safety_factor,length_m,width_m,area_m2,price_min,price_max
Mercury_180W_Polycrystalline_126,Mercury,Polycrystalline,180.0,36.0,0.79,0.05,0.1,1.56,0.87,1.36,21065.0,35109.0
Mercury_580W_Polycrystalline_185,Mercury,Polycrystalline,580.0,36.0,0.81,0.04,0.09,2.02,1.0,2.02,93584.0,155972.0
Mercury_360W_Polycrystalline_317,Mercury,Polycrystalline,360.0,48.0,0.8,0.05,0.09,1.8,1.0,1.8,44039.0,73399.0
Mercury_490W_Polycrystalline_340,Mercury,Polycrystalline,490.0,36.0,0.79,0.05,0.09,2.03,1.0,2.03,63941.0,106569.0
Mercury_300W_Polycrystalline_345,Mercury,Polycrystalline,300.0,48.0,0.81,0.05,0.12,1.63,0.96,1.56,49228.0,82046.0
Mercury_510W_Polycrystalline_362,Mercury,Polycrystalline,510.0,12.0,0.8,0.05,0.11,2.05,1.0,2.05,77259.0,128765.0
Mercury_80W_Polycrystalline_377,Mercury,Polycrystalline,80.0,24.0,0.78,0.05,0.12,1.21,0.67,0.81,14524.0,24208.0
Mercury_390W_Polycrystalline_428,Mercury,Polycrystalline,390.0,24.0,0.79,0.06,0.1,1.79,0.99,1.77,49389.0,82315.0
Mercury_420W_Polycrystalline_514,Mercury,Polycrystalline,420.0,24.0,0.81,0.06,0.1,1.86,0.99,1.84,48040.0,80066.0
Mercury_570W_Polycrystalline_530,Mercury,Polycrystalline,570.0,24.0,0.78,0.04,0.1,2.02,1.0,2.02,63640.0,106066.0
Mercury_120W_Polycrystalline_551,Mercury,Polycrystalline,120.0,48.0,0.81,0.05,0.08,1.02,0.63,0.64,22191.0,36985.0
Mercury_290W_Polycrystalline_636,Mercury,Polycrystalline,290.0,36.0,0.79,0.05,0.12,1.64,0.94,1.54,42192.0,70320.0
Mercury_200W_Polycrystalline_743,Mercury,Polycrystalline,200.0,48.0,0.82,0.05,0.09,1.53,0.97,1.48,25736.0,42892.0
Mercury_150W_Polycrystalline_833,Mercury,Polycrystalline,150.0,48.0,0.79,0.05,0.09,1.22,0.53,0.65,26792.0,44652.0
Mercury_270W_Polycrystalline_846,Mercury,Polycrystalline,270.0,24.0,0.78,0.05,0.1,1.62,0.9,1.46,50559.0,84265.0
Mercury_390W_Polycrystalline_849,Mercury,Polycrystalline,390.0,36.0,0.79,0.06,0.08,1.94,0.99,1.92,66194.0,110322.0
Mercury_120W_Polycrystalline_893,Mercury,Polycrystalline,120.0,48.0,0.81,0.05,0.1,1.04,0.52,0.54,15904.0,26508.0
Mercury_160W_Polycrystalline_927,Mercury,Polycrystalline,160.0,12.0,0.82,0.05,0.11,1.59,0.92,1.46,25112.0,41852.0
Mercury_400W_Polycrystalline_1047,Mercury,Polycrystalline,400.0,48.0,0.8,0.05,0.11,1.78,1.0,1.78,49768.0,82946.0
Mercury_350W_Polycrystalline_1049,Mercury,Polycrystalline,350.0,48.0,0.81,0.06,0.1,1.6,0.98,1.57,60177.0,100295.0
Mercury_190W_Polycrystalline_1210,Mercury,Polycrystalline,190.0,36.0,0.81,0.04,0.12,1.55,0.92,1.43,30922.0,51538.0
Mercury_500W_Polycrystalline_1221,Mercury,Polycrystalline,500.0,48.0,0.79,0.05,0.09,2.0,1.0,2.0,76245.0,127075.0
Mercury_190W_Polycrystalline_1278,Mercury,Polycrystalline,190.0,24.0,0.81,0.05,0.11,1.55,0.92,1.43,24838.0,41398.0
Mercury_280W_Polycrystalline_1291,Mercury,Polycrystalline,280.0,36.0,0.78,0.04,0.12,1.63,1.0,1.63,49784.0,82974.0
Mercury_450W_Polycrystalline_1317,Mercury,Polycrystalline,450.0,24.0,0.79,0.06,0.1,1.79,1.0,1.79,80697.0,134495.0
Mercury_210W_Polycrystalline_1338,Mercury,Polycrystalline,210.0,36.0,0.78,0.05,0.09,1.5,0.87,1.3,30219.0,50365.0
Mercury_270W_Polycrystalline_1357,Mercury,Polycrystalline,270.0,36.0,0.81,0.06,0.09,1.64,0.98,1.61,29457.0,49095.0
Mercury_500W_Polycrystalline_1361,Mercury,Polycrystalline,500.0,12.0,0.8,0.04,0.09,2.01,1.0,2.01,79300.0,132166.0
Mercury_460W_Polycrystalline_1426,Mercury,Polycrystalline,460.0,48.0,0.8,0.06,0.09,2.02,1.0,2.02,73859.0,123099.0
Mercury_50W_Polycrystalline_1454,Mercury,Polycrystalline,50.0,24.0,0.79,0.04,0.12,1.29,0.52,0.67,5962.0,9936.0
Mercury_590W_Polycrystalline_1472,Mercury,Polycrystalline,590.0,24.0,0.82,0.05,0.09,2.02,1.0,2.02,75101.0,125169.0
Mercury_440W_Polycrystalline_1749,Mercury,Polycrystalline,440.0,24.0,0.79,0.06,0.08,1.72,0.99,1.7,45704.0,76174.0
Mercury_390W_Polycrystalline_1809,Mercury,Polycrystalline,390.0,12.0,0.78,0.05,0.11,1.87,1.0,1.87,71696.0,119494.0
Mercury_450W_Polycrystalline_1818,Mercury,Polycrystalline,450.0,24.0,0.78,0.06,0.12,1.93,0.99,1.91,45923.0,76539.0
Mercury_110W_Polycrystalline_2001,Mercury,Polycrystalline,110.0,36.0,0.81,0.04,0.11,1.0,0.58,0.58,11606.0,19344.0
Mercury_380W_Polycrystalline_2051,Mercury,Polycrystalline,380.0,12.0,0.8,0.05,0.1,1.9,1.0,1.9,70536.0,117560.0
Mercury_480W_Polycrystalline_2070,Mercury,Polycrystalline,480.0,48.0,0.81,0.04,0.09,2.02,1.0,2.02,81563.0,135939.0
Mercury_180W_Polycrystalline_2078,Mercury,Polycrystalline,180.0,36.0,0.81,0.05,0.08,1.59,0.95,1.51,20622.0,34370.0
Mercury_230W_Polycrystalline_2117,Mercury,Polycrystalline,230.0,24.0,0.81,0.06,0.08,1.6,0.95,1.52,33226.0,55378.0
Mercury_100W_Polycrystalline_2144,Mercury,Polycrystalline,100.0,36.0,0.8,0.04,0.09,1.13,0.69,0.78,12215.0,20359.0
Mercury_440W_Polycrystalline_2294,Mercury,Polycrystalline,440.0,36.0,0.8,0.06,0.1,1.72,0.99,1.7,62746.0,104578.0
Mercury_460W_Polycrystalline_2323,Mercury,Polycrystalline,460.0,24.0,0.81,0.05,0.11,2.04,1.0,2.04,73666.0,122776.0
Mercury_270W_Polycrystalline_2344,Mercury,Polycrystalline,270.0,12.0,0.79,0.06,0.09,1.68,0.92,1.55,47027.0,78379.0
Mercury_520W_Polycrystalline_2352,Mercury,Polycrystalline,520.0,24.0,0.8,0.06,0.08,2.02,1.0,2.02,59557.0,99261.0
Mercury_380W_Polycrystalline_2379,Mercury,Polycrystalline,380.0,12.0,0.81,0.05,0.11,1.9,0.99,1.88,66305.0,110509.0
Mercury_60W_Polycrystalline_2414,Mercury,Polycrystalline,60.0,24.0,0.8,0.05,0.1,1.01,0.68,0.69,10059.0,16765.0
Mercury_430W_Polycrystalline_2432,Mercury,Polycrystalline,430.0,12.0,0.81,0.04,0.11,1.84,1.0,1.84,61768.0,102946.0
Mercury_300W_Polycrystalline_2441,Mercury,Polycrystalline,300.0,36.0,0.8,0.05,0.11,1.66,0.95,1.58,34370.0,57284.0
Mercury_510W_Polycrystalline_2477,Mercury,Polycrystalline,510.0,36.0,0.79,0.05,0.11,2.01,1.0,2.01,65224.0,108706.0
Mercury_580W_Polycrystalline_2518,Mercury,Polycrystalline,580.0,36.0,0.79,0.05,0.11,2.0,1.0,2.0,97357.0,162261.0
Mercury_530W_Polycrystalline_2538,Mercury,Polycrystalline,530.0,36.0,0.81,0.05,0.09,2.03,1.0,2.03,53708.0,89512.0
Mercury_360W_Polycrystalline_2639,Mercury,Polycrystalline,360.0,36.0,0.79,0.04,0.09,1.88,0.99,1.86,48007.0,80011.0
Mercury_290W_Polycrystalline_2674,Mercury,Polycrystalline,290.0,48.0,0.8,0.06,0.08,1.65,0.96,1.58,35872.0,59786.0
Mercury_150W_Polycrystalline_2676,Mercury,Polycrystalline,150.0,36.0,0.79,0.05,0.11,1.17,0.52,0.61,25612.0,42688.0
Mercury_490W_Polycrystalline_2679,Mercury,Polycrystalline,490.0,12.0,0.81,0.04,0.09,2.04,1.0,2.04,83100.0,138500.0
Mercury_540W_Polycrystalline_2787,Mercury,Polycrystalline,540.0,36.0,0.78,0.06,0.08,2.01,1.0,2.01,74366.0,123944.0
Mercury_460W_Polycrystalline_2892,Mercury,Polycrystalline,460.0,24.0,0.8,0.05,0.09,2.03,1.0,2.03,81413.0,135689.0
Mercury_500W_Polycrystalline_2947,Mercury,Polycrystalline,500.0,24.0,0.81,0.06,0.08,2.01,1.0,2.01,83422.0,139038.0
Mercury_480W_Polycrystalline_3087,Mercury,Polycrystalline,480.0,48.0,0.79,0.04,0.09,2.01,1.0,2.01,49828.0,83048.0
Mercury_540W_Polycrystalline_3154,Mercury,Polycrystalline,540.0,48.0,0.79,0.04,0.11,2.03,1.0,2.03,62143.0,103571.0
Mercury_190W_Polycrystalline_3202,Mercury,Polycrystalline,190.0,24.0,0.8,0.05,0.09,1.57,0.84,1.32,22074.0,36790.0
Mercury_390W_Polycrystalline_3314,Mercury,Polycrystalline,390.0,12.0,0.78,0.05,0.09,1.83,1.0,1.83,65296.0,108828.0
Mercury_590W_Polycrystalline_3357,Mercury,Polycrystalline,590.0,36.0,0.8,0.04,0.1,2.03,1.0,2.03,60641.0,101069.0
Mercury_320W_Polycrystalline_3365,Mercury,Polycrystalline,320.0,24.0,0.78,0.06,0.08,1.68,0.98,1.65,56504.0,94174.0
Mercury_280W_Polycrystalline_3381,Mercury,Polycrystalline,280.0,24.0,0.8,0.04,0.11,1.63,0.9,1.47,51668.0,86114.0
Mercury_140W_Polycrystalline_3402,Mercury,Polycrystalline,140.0,48.0,0.79,0.06,0.11,1.13,0.65,0.73,22628.0,37712.0
Mercury_310W_Polycrystalline_3413,Mercury,Polycrystalline,310.0,24.0,0.82,0.05,0.08,1.69,0.94,1.59,34431.0,57385.0
Mercury_110W_Polycrystalline_3535,Mercury,Polycrystalline,110.0,36.0,0.81,0.05,0.1,1.26,0.61,0.77,16606.0,27678.0
Mercury_480W_Polycrystalline_3554,Mercury,Polycrystalline,480.0,12.0,0.79,0.05,0.1,2.03,1.0,2.03,85976.0,143294.0
Mercury_540W_Polycrystalline_3622,Mercury,Polycrystalline,540.0,12.0,0.79,0.06,0.12,2.05,1.0,2.05,92710.0,154518.0
Mercury_520W_Polycrystalline_3655,Mercury,Polycrystalline,520.0,12.0,0.82,0.06,0.11,2.02,1.0,2.02,60039.0,100065.0
Mercury_160W_Polycrystalline_3683,Mercury,Polycrystalline,160.0,24.0,0.79,0.05,0.11,1.53,0.87,1.33,26485.0,44141.0
Mercury_540W_Polycrystalline_3703,Mercury,Polycrystalline,540.0,24.0,0.82,0.05,0.09,2.05,1.0,2.05,73518.0,122530.0
Mercury_120W_Polycrystalline_3718,Mercury,Polycrystalline,120.0,24.0,0.8,0.06,0.09,1.27,0.55,0.7,18749.0,31249.0
Mercury_570W_Polycrystalline_3746,Mercury,Polycrystalline,570.0,36.0,0.79,0.05,0.1,2.02,1.0,2.02,103554.0,172590.0
Mercury_300W_Polycrystalline_3840,Mercury,Polycrystalline,300.0,12.0,0.79,0.05,0.1,1.64,0.91,1.49,54786.0,91310.0
Mercury_110W_Polycrystalline_3883,Mercury,Polycrystalline,110.0,24.0,0.78,0.04,0.11,1.01,0.58,0.59,18410.0,30684.0
Mercury_410W_Polycrystalline_3961,Mercury,Polycrystalline,410.0,48.0,0.8,0.05,0.11,1.85,0.99,1.83,46232.0,77054.0
Mercury_470W_Polycrystalline_4150,Mercury,Polycrystalline,470.0,12.0,0.78,0.05,0.11,2.01,1.0,2.01,48512.0,80854.0
Mercury_340W_Polycrystalline_4200,Mercury,Polycrystalline,340.0,48.0,0.81,0.05,0.11,1.7,0.95,1.61,34948.0,58246.0
Mercury_140W_Polycrystalline_4207,Mercury,Polycrystalline,140.0,24.0,0.78,0.05,0.09,1.17,0.63,0.74,19145.0,31909.0
Mercury_110W_Polycrystalline_4217,Mercury,Polycrystalline,110.0,48.0,0.79,0.05,0.11,1.08,0.57,0.62,18466.0,30776.0
Mercury_260W_Polycrystalline_4218,Mercury,Polycrystalline,260.0,12.0,0.8,0.06,0.09,1.61,0.92,1.48,29032.0,48388.0
Mercury_210W_Polycrystalline_4419,Mercury,Polycrystalline,210.0,12.0,0.81,0.05,0.11,1.55,0.99,1.53,31426.0,52378.0
Mercury_600W_Polycrystalline_4434,Mercury,Polycrystalline,600.0,12.0,0.78,0.06,0.1,2.04,1.0,2.04,91280.0,152134.0
Mercury_540W_Polycrystalline_4500,Mercury,Polycrystalline,540.0,12.0,0.78,0.05,0.08,2.01,1.0,2.01,58315.0,97191.0
Mercury_480W_Polycrystalline_4563,Mercury,Polycrystalline,480.0,12.0,0.79,0.06,0.11,2.04,1.0,2.04,75904.0,126508.0
Mercury_310W_Polycrystalline_4618,Mercury,Polycrystalline,310.0,36.0,0.81,0.04,0.1,1.64,0.97,1.59,41329.0,68881.0
Mercury_330W_Polycrystalline_4681,Mercury,Polycrystalline,330.0,12.0,0.81,0.05,0.09,1.68,1.0,1.68,49532.0,82552.0
Mercury_50W_Polycrystalline_4732,Mercury,Polycrystalline,50.0,24.0,0.81,0.06,0.08,1.09,0.59,0.64,9028.0,15048.0
Mercury_540W_Polycrystalline_4908,Mercury,Polycrystalline,540.0,24.0,0.78,0.05,0.1,2.04,1.0,2.04,72492.0,120820.0
Must_550W_Bifacial_32,Must,Bifacial,550.0,24.0,0.8,0.06,0.11,2.03,1.0,2.03,101483.0,169139.0
Must_90W_Bifacial_80,Must,Bifacial,90.0,36.0,0.82,0.06,0.08,1.25,0.53,0.66,10196.0,16994.0
Must_170W_Bifacial_149,Must,Bifacial,170.0,24.0,0.79,0.06,0.09,1.5,0.81,1.22,24892.0,41486.0
Must_470W_Bifacial_151,Must,Bifacial,470.0,24.0,0.8,0.04,0.12,2.03,1.0,2.03,51618.0,86030.0
Must_590W_Bifacial_161,Must,Bifacial,590.0,12.0,0.81,0.05,0.12,2.01,1.0,2.01,79522.0,132536.0
Must_330W_Bifacial_228,Must,Bifacial,330.0,36.0,0.79,0.05,0.09,1.61,0.92,1.48,35372.0,58954.0
Must_330W_Bifacial_250,Must,Bifacial,330.0,36.0,0.81,0.04,0.12,1.7,0.96,1.63,48694.0,81156.0
Must_550W_Bifacial_350,Must,Bifacial,550.0,48.0,0.79,0.05,0.1,2.02,1.0,2.02,57004.0,95006.0
Must_540W_Bifacial_374,Must,Bifacial,540.0,24.0,0.8,0.05,0.1,2.03,1.0,2.03,87934.0,146558.0
Must_490W_Bifacial_389,Must,Bifacial,490.0,24.0,0.81,0.06,0.12,2.02,1.0,2.02,54394.0,90656.0
Must_240W_Bifacial_497,Must,Bifacial,240.0,24.0,0.79,0.05,0.1,1.59,0.94,1.49,38020.0,63366.0
Must_220W_Bifacial_557,Must,Bifacial,220.0,48.0,0.81,0.04,0.11,1.51,0.87,1.31,32448.0,54080.0
Must_560W_Bifacial_567,Must,Bifacial,560.0,36.0,0.8,0.04,0.09,2.05,1.0,2.05,57916.0,96526.0
Must_220W_Bifacial_582,Must,Bifacial,220.0,48.0,0.81,0.05,0.08,1.56,0.86,1.34,36258.0,60430.0
Must_390W_Bifacial_625,Must,Bifacial,390.0,24.0,0.8,0.05,0.11,1.92,0.99,1.9,61872.0,103120.0
Must_50W_Bifacial_751,Must,Bifacial,50.0,48.0,0.82,0.06,0.11,1.22,0.58,0.71,6832.0,11386.0
Must_370W_Bifacial_756,Must,Bifacial,370.0,36.0,0.79,0.06,0.08,1.88,0.99,1.86,52465.0,87441.0
Must_100W_Bifacial_778,Must,Bifacial,100.0,48.0,0.8,0.05,0.08,1.0,0.67,0.67,10476.0,17460.0
Must_530W_Bifacial_780,Must,Bifacial,530.0,48.0,0.79,0.06,0.09,2.0,1.0,2.0,83730.0,139550.0
Must_450W_Bifacial_786,Must,Bifacial,450.0,12.0,0.81,0.04,0.1,1.92,1.0,1.92,81549.0,135915.0
Must_440W_Bifacial_905,Must,Bifacial,440.0,24.0,0.81,0.05,0.11,1.92,0.99,1.9,72828.0,121380.0
Must_320W_Bifacial_934,Must,Bifacial,320.0,36.0,0.79,0.06,0.11,1.62,0.92,1.49,53360.0,88932.0
Must_520W_Bifacial_941,Must,Bifacial,520.0,36.0,0.8,0.06,0.09,2.01,1.0,2.01,76610.0,127682.0
Must_220W_Bifacial_971,Must,Bifacial,220.0,24.0,0.81,0.04,0.1,1.54,0.98,1.51,38524.0,64206.0
Must_110W_Bifacial_981,Must,Bifacial,110.0,12.0,0.78,0.04,0.08,1.13,0.66,0.75,17218.0,28698.0
Must_510W_Bifacial_1017,Must,Bifacial,510.0,12.0,0.8,0.05,0.1,2.04,1.0,2.04,63352.0,105588.0
Must_510W_Bifacial_1060,Must,Bifacial,510.0,36.0,0.8,0.06,0.1,2.04,1.0,2.04,65438.0,109064.0
Must_190W_Bifacial_1090,Must,Bifacial,190.0,36.0,0.79,0.05,0.09,1.53,0.9,1.38,23699.0,39499.0
Must_270W_Bifacial_1165,Must,Bifacial,270.0,24.0,0.78,0.05,0.12,1.69,0.9,1.52,35963.0,59939.0
Must_240W_Bifacial_1206,Must,Bifacial,240.0,12.0,0.79,0.06,0.11,1.58,0.85,1.34,24852.0,41420.0
Must_540W_Bifacial_1230,Must,Bifacial,540.0,36.0,0.78,0.06,0.09,2.0,1.0,2.0,72374.0,120624.0
Must_60W_Bifacial_1297,Must,Bifacial,60.0,36.0,0.81,0.04,0.1,1.2,0.56,0.67,6499.0,10831.0
Must_410W_Bifacial_1323,Must,Bifacial,410.0,36.0,0.8,0.04,0.11,1.92,0.99,1.9,50063.0,83439.0
Must_90W_Bifacial_1329,Must,Bifacial,90.0,36.0,0.79,0.06,0.08,1.21,0.7,0.85,10252.0,17086.0
Must_220W_Bifacial_1400,Must,Bifacial,220.0,36.0,0.81,0.04,0.09,1.57,0.96,1.51,30337.0,50561.0
Must_420W_Bifacial_1417,Must,Bifacial,420.0,12.0,0.78,0.06,0.1,1.81,1.0,1.81,44989.0,74981.0
Must_110W_Bifacial_1493,Must,Bifacial,110.0,48.0,0.78,0.05,0.1,1.23,0.63,0.77,19708.0,32846.0
Must_150W_Bifacial_1505,Must,Bifacial,150.0,36.0,0.78,0.05,0.12,1.28,0.54,0.69,26753.0,44589.0
Must_400W_Bifacial_1556,Must,Bifacial,400.0,36.0,0.79,0.04,0.12,1.89,0.99,1.87,46532.0,77554.0
Must_290W_Bifacial_1561,Must,Bifacial,290.0,12.0,0.81,0.05,0.09,1.67,0.97,1.62,38720.0,64532.0
Must_90W_Bifacial_1579,Must,Bifacial,90.0,12.0,0.79,0.05,0.12,1.18,0.57,0.67,13136.0,21894.0
Must_210W_Bifacial_1623,Must,Bifacial,210.0,48.0,0.82,0.05,0.11,1.6,0.89,1.42,27728.0,46212.0
Must_530W_Bifacial_1717,Must,Bifacial,530.0,48.0,0.81,0.04,0.09,2.0,1.0,2.0,69986.0,116644.0
Must_410W_Bifacial_1757,Must,Bifacial,410.0,48.0,0.78,0.05,0.09,1.8,1.0,1.8,50649.0,84415.0
Must_320W_Bifacial_1786,Must,Bifacial,320.0,24.0,0.78,0.06,0.11,1.67,0.98,1.64,46348.0,77248.0
Must_320W_Bifacial_1808,Must,Bifacial,320.0,36.0,0.79,0.05,0.08,1.7,0.98,1.67,56978.0,94962.0
Must_60W_Bifacial_1864,Must,Bifacial,60.0,48.0,0.81,0.05,0.1,1.2,0.59,0.71,10777.0,17961.0
Must_120W_Bifacial_1881,Must,Bifacial,120.0,24.0,0.81,0.06,0.08,1.07,0.58,0.62,14427.0,24045.0
Must_110W_Bifacial_1901,Must,Bifacial,110.0,12.0,0.79,0.06,0.09,1.28,0.53,0.68,20117.0,33529.0
Must_460W_Bifacial_1926,Must,Bifacial,460.0,12.0,0.79,0.06,0.09,2.02,1.0,2.02,77650.0,129418.0
Must_310W_Bifacial_1963,Must,Bifacial,310.0,36.0,0.79,0.04,0.1,1.63,0.99,1.61,38150.0,63584.0
Must_300W_Bifacial_2120,Must,Bifacial,300.0,48.0,0.8,0.06,0.09,1.61,0.98,1.58,38733.0,64555.0
Must_120W_Bifacial_2166,Must,Bifacial,120.0,36.0,0.82,0.05,0.1,1.23,0.67,0.82,16573.0,27621.0
Must_140W_Bifacial_2180,Must,Bifacial,140.0,36.0,0.79,0.05,0.11,1.11,0.51,0.57,17668.0,29448.0
Must_210W_Bifacial_2433,Must,Bifacial,210.0,24.0,0.78,0.05,0.1,1.56,0.88,1.37,21557.0,35929.0
Must_50W_Bifacial_2517,Must,Bifacial,50.0,24.0,0.8,0.06,0.09,1.29,0.58,0.75,8948.0,14912.0
Must_370W_Bifacial_2527,Must,Bifacial,370.0,24.0,0.78,0.06,0.09,1.89,0.99,1.87,38048.0,63412.0
Must_450W_Bifacial_2535,Must,Bifacial,450.0,36.0,0.81,0.06,0.1,1.88,1.0,1.88,73675.0,122791.0
Must_190W_Bifacial_2542,Must,Bifacial,190.0,24.0,0.81,0.05,0.12,1.53,0.98,1.5,32868.0,54780.0
Must_510W_Bifacial_2565,Must,Bifacial,510.0,48.0,0.79,0.04,0.09,2.03,1.0,2.03,81046.0,135076.0
Must_120W_Bifacial_2568,Must,Bifacial,120.0,12.0,0.8,0.05,0.09,1.22,0.55,0.67,16300.0,27168.0
Must_410W_Bifacial_2597,Must,Bifacial,410.0,12.0,0.79,0.04,0.12,1.8,1.0,1.8,68471.0,114119.0
Must_550W_Bifacial_2600,Must,Bifacial,550.0,36.0,0.8,0.06,0.12,2.05,1.0,2.05,68482.0,114136.0
Must_600W_Bifacial_2656,Must,Bifacial,600.0,12.0,0.79,0.06,0.11,2.0,1.0,2.0,69481.0,115801.0
Must_590W_Bifacial_2703,Must,Bifacial,590.0,24.0,0.81,0.06,0.09,2.03,1.0,2.03,90448.0,150748.0
Must_470W_Bifacial_2894,Must,Bifacial,470.0,24.0,0.78,0.06,0.11,2.04,1.0,2.04,71127.0,118545.0
Must_410W_Bifacial_2998,Must,Bifacial,410.0,36.0,0.79,0.04,0.1,1.93,1.0,1.93,43934.0,73222.0
Must_400W_Bifacial_3010,Must,Bifacial,400.0,48.0,0.81,0.04,0.11,1.84,1.0,1.84,42304.0,70506.0
Must_570W_Bifacial_3017,Must,Bifacial,570.0,36.0,0.82,0.06,0.11,2.04,1.0,2.04,95013.0,158355.0
Must_410W_Bifacial_3077,Must,Bifacial,410.0,24.0,0.8,0.05,0.12,1.83,0.99,1.81,48358.0,80596.0
Must_390W_Bifacial_3079,Must,Bifacial,390.0,48.0,0.8,0.04,0.08,1.76,0.99,1.74,66477.0,110795.0
Must_100W_Bifacial_3090,Must,Bifacial,100.0,12.0,0.81,0.05,0.08,1.02,0.67,0.68,16717.0,27861.0
Must_430W_Bifacial_3091,Must,Bifacial,430.0,48.0,0.8,0.04,0.1,1.76,0.99,1.74,63250.0,105416.0
Must_120W_Bifacial_3305,Must,Bifacial,120.0,48.0,0.79,0.04,0.12,1.24,0.69,0.86,18192.0,30320.0
Must_280W_Bifacial_3356,Must,Bifacial,280.0,48.0,0.82,0.04,0.09,1.61,0.98,1.58,29152.0,48588.0
Must_560W_Bifacial_3414,Must,Bifacial,560.0,36.0,0.81,0.05,0.1,2.03,1.0,2.03,71660.0,119434.0
Must_110W_Bifacial_3633,Must,Bifacial,110.0,24.0,0.79,0.05,0.09,1.07,0.61,0.65,20280.0,33800.0
Must_310W_Bifacial_3637,Must,Bifacial,310.0,48.0,0.81,0.06,0.09,1.63,0.94,1.53,47008.0,78348.0
Must_100W_Bifacial_3658,Must,Bifacial,100.0,36.0,0.81,0.04,0.1,1.22,0.59,0.72,10242.0,17070.0
Must_400W_Bifacial_3714,Must,Bifacial,400.0,36.0,0.8,0.05,0.09,1.84,1.0,1.84,50482.0,84138.0
Must_330W_Bifacial_3755,Must,Bifacial,330.0,48.0,0.82,0.06,0.11,1.66,0.9,1.49,61734.0,102890.0
Must_60W_Bifacial_3770,Must,Bifacial,60.0,36.0,0.82,0.05,0.12,1.03,0.55,0.57,9519.0,15865.0
Must_210W_Bifacial_3857,Must,Bifacial,210.0,36.0,0.81,0.06,0.1,1.57,0.85,1.33,28285.0,47141.0
Must_210W_Bifacial_3866,Must,Bifacial,210.0,12.0,0.81,0.05,0.09,1.59,0.99,1.57,30662.0,51102.0
Must_380W_Bifacial_3889,Must,Bifacial,380.0,12.0,0.78,0.05,0.11,1.92,0.99,1.9,55564.0,92608.0
Must_120W_Bifacial_3890,Must,Bifacial,120.0,24.0,0.79,0.06,0.1,1.26,0.55,0.69,18334.0,30556.0
Must_130W_Bifacial_3921,Must,Bifacial,130.0,48.0,0.8,0.06,0.11,1.04,0.67,0.7,14903.0,24839.0
Must_160W_Bifacial_4081,Must,Bifacial,160.0,12.0,0.8,0.05,0.12,1.57,0.97,1.52,28450.0,47418.0
Must_230W_Bifacial_4134,Must,Bifacial,230.0,12.0,0.8,0.05,0.08,1.59,0.88,1.4,42467.0,70779.0
Must_540W_Bifacial_4169,Must,Bifacial,540.0,48.0,0.79,0.05,0.09,2.04,1.0,2.04,92738.0,154562.0
Must_390W_Bifacial_4226,Must,Bifacial,390.0,36.0,0.79,0.04,0.1,1.76,1.0,1.76,43478.0,72464.0
Must_90W_Bifacial_4236,Must,Bifacial,90.0,36.0,0.8,0.05,0.1,1.1,0.6,0.66,10675.0,17791.0
Must_350W_Bifacial_4262,Must,Bifacial,350.0,36.0,0.79,0.05,0.1,1.6,0.96,1.54,53255.0,88759.0
Must_390W_Bifacial_4294,Must,Bifacial,390.0,24.0,0.8,0.05,0.09,1.92,0.99,1.9,62795.0,104659.0
Must_90W_Bifacial_4371,Must,Bifacial,90.0,24.0,0.82,0.05,0.11,1.29,0.53,0.68,13792.0,22988.0
Must_520W_Bifacial_4395,Must,Bifacial,520.0,24.0,0.82,0.05,0.09,2.04,1.0,2.04,77715.0,129525.0
Must_480W_Bifacial_4447,Must,Bifacial,480.0,12.0,0.79,0.06,0.11,2.04,1.0,2.04,62803.0,104671.0
Must_600W_Bifacial_4480,Must,Bifacial,600.0,48.0,0.81,0.06,0.12,2.01,1.0,2.01,63131.0,105219.0
Must_310W_Bifacial_4483,Must,Bifacial,310.0,48.0,0.82,0.06,0.1,1.62,0.99,1.6,52912.0,88188.0
Must_460W_Bifacial_4536,Must,Bifacial,460.0,24.0,0.79,0.05,0.08,2.02,1.0,2.02,69068.0,115114.0
Must_520W_Bifacial_4605,Must,Bifacial,520.0,12.0,0.81,0.05,0.09,2.02,1.0,2.02,61366.0,102278.0
Must_350W_Bifacial_4610,Must,Bifacial,350.0,12.0,0.81,0.04,0.08,1.64,0.92,1.51,57857.0,96429.0
Must_250W_Bifacial_4670,Must,Bifacial,250.0,24.0,0.79,0.05,0.09,1.54,0.92,1.42,44956.0,74928.0
Must_150W_Bifacial_4794,Must,Bifacial,150.0,36.0,0.79,0.04,0.08,1.03,0.51,0.53,15675.0,26125.0
Must_270W_Bifacial_4832,Must,Bifacial,270.0,48.0,0.78,0.05,0.12,1.66,0.93,1.54,47657.0,79429.0
Must_220W_Bifacial_4939,Must,Bifacial,220.0,36.0,0.82,0.06,0.12,1.55,0.96,1.49,35529.0,59215.0
Must_90W_Bifacial_4985,Must,Bifacial,90.0,48.0,0.8,0.06,0.09,1.03,0.58,0.6,13873.0,23121.0
Must_120W_Half-Cut_28,Must,Half-Cut,120.0,24.0,0.8,0.04,0.09,1.21,0.52,0.63,15674.0,26122.0
Must_500W_Half-Cut_67,Must,Half-Cut,500.0,24.0,0.8,0.05,0.1,2.01,1.0,2.01,60666.0,101110.0
