battery_id,brand,type,capacity_ah,voltage,derating_factor,price_min,price_max
Felicity_12V_180Ah_1299,Felicity,AGM,180.0,12.0,0.84,51341.0,85569.0
Felicity_48V_260Ah_1333,Felicity,AGM,260.0,48.0,0.83,86992.0,144988.0
Felicity_48V_100Ah_1351,Felicity,AGM,100.0,48.0,0.84,85823.0,143039.0
Felicity_24V_150Ah_1445,Felicity,AGM,150.0,24.0,0.83,110262.0,183770.0
Felicity_48V_180Ah_1466,Felicity,AGM,180.0,48.0,0.84,37562.0,62602.0
Felicity_24V_220Ah_1524,Felicity,AGM,220.0,24.0,0.84,104135.0,173559.0
Felicity_48V_230Ah_1542,Felicity,AGM,230.0,48.0,0.83,81202.0,135338.0
Felicity_48V_60Ah_1580,Felicity,AGM,60.0,48.0,0.84,75364.0,125608.0
Felicity_24V_70Ah_1664,Felicity,AGM,70.0,24.0,0.85,64159.0,106931.0
Felicity_12V_20Ah_1703,Felicity,AGM,20.0,12.0,0.83,103186.0,171978.0
Felicity_12V_220Ah_1797,Felicity,AGM,220.0,12.0,0.85,102858.0,171430.0
Felicity_12V_240Ah_1830,Felicity,AGM,240.0,12.0,0.84,47206.0,78678.0
Felicity_24V_180Ah_1875,Felicity,AGM,180.0,24.0,0.82,71320.0,118866.0
Felicity_48V_30Ah_1942,Felicity,AGM,30.0,48.0,0.82,56008.0,93346.0
Felicity_48V_40Ah_1968,Felicity,AGM,40.0,48.0,0.82,87355.0,145591.0
Felicity_24V_40Ah_2003,Felicity,AGM,40.0,24.0,0.83,75455.0,125759.0
Felicity_12V_70Ah_2046,Felicity,AGM,70.0,12.0,0.82,99830.0,166384.0
Felicity_12V_50Ah_2089,Felicity,AGM,50.0,12.0,0.83,61540.0,102568.0
Felicity_48V_40Ah_2163,Felicity,AGM,40.0,48.0,0.84,68417.0,114029.0
Felicity_12V_50Ah_2209,Felicity,AGM,50.0,12.0,0.82,77656.0,129428.0
Felicity_48V_60Ah_2253,Felicity,AGM,60.0,48.0,0.85,111780.0,186300.0
Felicity_48V_250Ah_2278,Felicity,AGM,250.0,48.0,0.85,48356.0,80594.0
Felicity_48V_40Ah_2303,Felicity,AGM,40.0,48.0,0.84,48178.0,80298.0
Felicity_24V_110Ah_2325,Felicity,AGM,110.0,24.0,0.84,92149.0,153581.0
Felicity_24V_200Ah_2396,Felicity,AGM,200.0,24.0,0.84,109937.0,183229.0
Felicity_24V_120Ah_2417,Felicity,AGM,120.0,24.0,0.84,93121.0,155201.0
Felicity_24V_80Ah_2438,Felicity,AGM,80.0,24.0,0.82,59270.0,98782.0
Felicity_24V_230Ah_2497,Felicity,AGM,230.0,24.0,0.83,100436.0,167394.0
Felicity_48V_180Ah_2508,Felicity,AGM,180.0,48.0,0.84,77565.0,129275.0
Felicity_24V_250Ah_2513,Felicity,AGM,250.0,24.0,0.82,70528.0,117548.0
Felicity_48V_70Ah_2531,Felicity,AGM,70.0,48.0,0.85,46609.0,77681.0
Felicity_24V_190Ah_2558,Felicity,AGM,190.0,24.0,0.82,94730.0,157884.0
Felicity_12V_290Ah_2593,Felicity,AGM,290.0,12.0,0.82,90400.0,150668.0
Felicity_48V_120Ah_2689,Felicity,AGM,120.0,48.0,0.84,59080.0,98468.0
Felicity_48V_270Ah_2703,Felicity,AGM,270.0,48.0,0.85,99308.0,165514.0
Felicity_24V_250Ah_2729,Felicity,AGM,250.0,24.0,0.83,112276.0,187128.0
Felicity_24V_100Ah_2757,Felicity,AGM,100.0,24.0,0.85,64148.0,106912.0
Felicity_12V_250Ah_2766,Felicity,AGM,250.0,12.0,0.85,101646.0,169410.0
Felicity_12V_260Ah_2833,Felicity,AGM,260.0,12.0,0.85,64888.0,108148.0
Felicity_24V_20Ah_2931,Felicity,AGM,20.0,24.0,0.85,51248.0,85412.0
Felicity_24V_290Ah_3079,Felicity,AGM,290.0,24.0,0.84,79664.0,132772.0
Felicity_24V_160Ah_3197,Felicity,AGM,160.0,24.0,0.83,95057.0,158429.0
Felicity_48V_80Ah_3200,Felicity,AGM,80.0,48.0,0.83,53283.0,88805.0
Felicity_24V_290Ah_3205,Felicity,AGM,290.0,24.0,0.82,49510.0,82516.0
Felicity_24V_260Ah_3267,Felicity,AGM,260.0,24.0,0.83,111266.0,185444.0
Felicity_24V_140Ah_3306,Felicity,AGM,140.0,24.0,0.84,44786.0,74642.0
Felicity_12V_60Ah_3317,Felicity,AGM,60.0,12.0,0.83,46060.0,76766.0
Felicity_12V_50Ah_3369,Felicity,AGM,50.0,12.0,0.85,96512.0,160852.0
Felicity_48V_30Ah_3371,Felicity,AGM,30.0,48.0,0.83,55836.0,93060.0
Felicity_48V_160Ah_3378,Felicity,AGM,160.0,48.0,0.83,61658.0,102764.0
Felicity_48V_280Ah_3566,Felicity,AGM,280.0,48.0,0.84,107045.0,178409.0
Felicity_24V_290Ah_3644,Felicity,AGM,290.0,24.0,0.84,97646.0,162744.0
Felicity_48V_140Ah_3678,Felicity,AGM,140.0,48.0,0.84,83820.0,139700.0
Felicity_24V_20Ah_3761,Felicity,AGM,20.0,24.0,0.83,62825.0,104709.0
Felicity_48V_20Ah_3766,Felicity,AGM,20.0,48.0,0.82,57845.0,96409.0
Felicity_12V_240Ah_3776,Felicity,AGM,240.0,12.0,0.85,55970.0,93282.0
Felicity_24V_220Ah_3791,Felicity,AGM,220.0,24.0,0.84,61725.0,102875.0
Felicity_24V_250Ah_3815,Felicity,AGM,250.0,24.0,0.83,92070.0,153450.0
Felicity_12V_260Ah_3867,Felicity,AGM,260.0,12.0,0.84,92565.0,154275.0
Felicity_24V_30Ah_3916,Felicity,AGM,30.0,24.0,0.83,72686.0,121142.0
Felicity_48V_50Ah_4044,Felicity,AGM,50.0,48.0,0.84,40166.0,66944.0
Felicity_24V_100Ah_4092,Felicity,AGM,100.0,24.0,0.84,53398.0,88998.0
Felicity_48V_240Ah_4141,Felicity,AGM,240.0,48.0,0.83,106671.0,177785.0
Felicity_48V_230Ah_4151,Felicity,AGM,230.0,48.0,0.83,88111.0,146851.0
Felicity_12V_110Ah_4169,Felicity,AGM,110.0,12.0,0.82,79514.0,132522.0
Felicity_12V_260Ah_4205,Felicity,AGM,260.0,12.0,0.84,106825.0,178041.0
Felicity_24V_230Ah_4221,Felicity,AGM,230.0,24.0,0.85,47280.0,78800.0
Felicity_24V_100Ah_4286,Felicity,AGM,100.0,24.0,0.84,49260.0,82100.0
Felicity_48V_180Ah_4336,Felicity,AGM,180.0,48.0,0.83,84123.0,140205.0
Felicity_24V_270Ah_4455,Felicity,AGM,270.0,24.0,0.83,85643.0,142739.0
Felicity_48V_90Ah_4457,Felicity,AGM,90.0,48.0,0.85,44743.0,74571.0
Felicity_24V_40Ah_4543,Felicity,AGM,40.0,24.0,0.84,59474.0,99124.0
Felicity_12V_30Ah_4570,Felicity,AGM,30.0,12.0,0.82,74566.0,124276.0
Felicity_12V_250Ah_4595,Felicity,AGM,250.0,12.0,0.83,90684.0,151140.0
Felicity_12V_30Ah_4603,Felicity,AGM,30.0,12.0,0.83,52879.0,88131.0
Felicity_24V_20Ah_4607,Felicity,AGM,20.0,24.0,0.85,70976.0,118294.0
Felicity_24V_260Ah_4669,Felicity,AGM,260.0,24.0,0.84,55502.0,92502.0
Felicity_48V_180Ah_4812,Felicity,AGM,180.0,48.0,0.83,56492.0,94152.0
Felicity_12V_220Ah_4843,Felicity,AGM,220.0,12.0,0.85,49375.0,82291.0
Felicity_12V_30Ah_4909,Felicity,AGM,30.0,12.0,0.83,76512.0,127520.0
Felicity_12V_180Ah_14,Felicity,Gel,180.0,12.0,0.83,41716.0,69528.0
Felicity_12V_70Ah_16,Felicity,Gel,70.0,12.0,0.84,100190.0,166982.0
Felicity_24V_30Ah_40,Felicity,Gel,30.0,24.0,0.84,38326.0,63876.0
Felicity_48V_290Ah_44,Felicity,Gel,290.0,48.0,0.84,97118.0,161864.0
Felicity_12V_100Ah_59,Felicity,Gel,100.0,12.0,0.84,78529.0,130881.0
Felicity_24V_100Ah_116,Felicity,Gel,100.0,24.0,0.82,79138.0,131898.0
Felicity_12V_160Ah_168,Felicity,Gel,160.0,12.0,0.83,90078.0,150130.0
Felicity_48V_120Ah_191,Felicity,Gel,120.0,48.0,0.83,52798.0,87998.0
Felicity_24V_120Ah_262,Felicity,Gel,120.0,24.0,0.84,70697.0,117829.0
Felicity_48V_110Ah_307,Felicity,Gel,110.0,48.0,0.83,91768.0,152946.0
Felicity_24V_250Ah_380,Felicity,Gel,250.0,24.0,0.82,81637.0,136061.0
Felicity_12V_300Ah_385,Felicity,Gel,300.0,12.0,0.84,62122.0,103538.0
Felicity_48V_90Ah_387,Felicity,Gel,90.0,48.0,0.85,103094.0,171824.0
Felicity_24V_70Ah_415,Felicity,Gel,70.0,24.0,0.85,101109.0,168515.0
Felicity_12V_230Ah_453,Felicity,Gel,230.0,12.0,0.84,57782.0,96304.0
Felicity_48V_20Ah_499,Felicity,Gel,20.0,48.0,0.83,61791.0,102985.0
Felicity_24V_130Ah_524,Felicity,Gel,130.0,24.0,0.82,76209.0,127015.0
Felicity_12V_120Ah_583,Felicity,Gel,120.0,12.0,0.85,90928.0,151548.0
Felicity_12V_120Ah_616,Felicity,Gel,120.0,12.0,0.82,56473.0,94121.0
Felicity_48V_230Ah_636,Felicity,Gel,230.0,48.0,0.84,63752.0,106252.0
Felicity_24V_180Ah_730,Felicity,Gel,180.0,24.0,0.84,50795.0,84659.0
Felicity_24V_110Ah_734,Felicity,Gel,110.0,24.0,0.83,60139.0,100231.0
Felicity_24V_190Ah_766,Felicity,Gel,190.0,24.0,0.83,81354.0,135590.0
Felicity_24V_20Ah_771,Felicity,Gel,20.0,24.0,0.82,60896.0,101492.0
Felicity_48V_300Ah_783,Felicity,Gel,300.0,48.0,0.82,93477.0,155795.0
Felicity_12V_30Ah_858,Felicity,Gel,30.0,12.0,0.84,71009.0,118349.0
Felicity_24V_190Ah_894,Felicity,Gel,190.0,24.0,0.85,57647.0,96079.0
Felicity_48V_180Ah_919,Felicity,Gel,180.0,48.0,0.84,112256.0,187092.0
Felicity_12V_150Ah_953,Felicity,Gel,150.0,12.0,0.85,66498.0,110830.0
Felicity_24V_180Ah_967,Felicity,Gel,180.0,24.0,0.82,53021.0,88369.0
Felicity_24V_120Ah_1005,Felicity,Gel,120.0,24.0,0.84,59781.0,99635.0
Felicity_48V_20Ah_1043,Felicity,Gel,20.0,48.0,0.84,73786.0,122976.0
Felicity_24V_60Ah_1089,Felicity,Gel,60.0,24.0,0.84,92578.0,154296.0
Felicity_12V_130Ah_1128,Felicity,Gel,130.0,12.0,0.83,82798.0,137996.0
Felicity_24V_240Ah_1130,Felicity,Gel,240.0,24.0,0.83,59900.0,99832.0
Felicity_12V_130Ah_1180,Felicity,Gel,130.0,12.0,0.82,61718.0,102862.0
Felicity_24V_240Ah_1206,Felicity,Gel,240.0,24.0,0.83,68422.0,114038.0
Felicity_12V_290Ah_1248,Felicity,Gel,290.0,12.0,0.84,86612.0,144352.0
Felicity_12V_190Ah_1262,Felicity,Gel,190.0,12.0,0.84,79088.0,131812.0
Felicity_48V_100Ah_1263,Felicity,Gel,100.0,48.0,0.83,43871.0,73119.0
Felicity_48V_50Ah_1271,Felicity,Gel,50.0,48.0,0.85,43410.0,72350.0
Felicity_12V_260Ah_1399,Felicity,Gel,260.0,12.0,0.85,63380.0,105634.0
Felicity_48V_90Ah_1473,Felicity,Gel,90.0,48.0,0.84,38812.0,64688.0
Felicity_48V_190Ah_1509,Felicity,Gel,190.0,48.0,0.84,53430.0,89050.0
Felicity_24V_140Ah_1602,Felicity,Gel,140.0,24.0,0.83,78350.0,130582.0
Felicity_48V_220Ah_1652,Felicity,Gel,220.0,48.0,0.84,38067.0,63445.0
Felicity_48V_200Ah_1673,Felicity,Gel,200.0,48.0,0.84,51505.0,85841.0
Felicity_12V_290Ah_1681,Felicity,Gel,290.0,12.0,0.85,48108.0,80180.0
Felicity_48V_260Ah_1682,Felicity,Gel,260.0,48.0,0.84,111268.0,185446.0
Felicity_12V_220Ah_1690,Felicity,Gel,220.0,12.0,0.83,103089.0,171815.0
Felicity_48V_230Ah_1694,Felicity,Gel,230.0,48.0,0.85,53131.0,88551.0
Felicity_24V_300Ah_1801,Felicity,Gel,300.0,24.0,0.82,52339.0,87231.0
Felicity_24V_30Ah_1809,Felicity,Gel,30.0,24.0,0.83,45851.0,76419.0
Felicity_48V_60Ah_1928,Felicity,Gel,60.0,48.0,0.83,38971.0,64951.0
Felicity_24V_120Ah_1971,Felicity,Gel,120.0,24.0,0.82,39529.0,65881.0
Felicity_12V_250Ah_1988,Felicity,Gel,250.0,12.0,0.85,48128.0,80212.0
Felicity_12V_240Ah_2049,Felicity,Gel,240.0,12.0,0.84,78764.0,131272.0
Felicity_12V_210Ah_2060,Felicity,Gel,210.0,12.0,0.84,50828.0,84714.0
Felicity_24V_300Ah_2125,Felicity,Gel,300.0,24.0,0.83,53060.0,88432.0
Felicity_48V_210Ah_2132,Felicity,Gel,210.0,48.0,0.82,64179.0,106965.0
Felicity_48V_270Ah_2155,Felicity,Gel,270.0,48.0,0.83,84054.0,140090.0
Felicity_24V_250Ah_2195,Felicity,Gel,250.0,24.0,0.83,51958.0,86596.0
Felicity_12V_40Ah_2203,Felicity,Gel,40.0,12.0,0.82,55114.0,91858.0
Felicity_12V_110Ah_2318,Felicity,Gel,110.0,12.0,0.82,88807.0,148011.0
Felicity_12V_70Ah_2320,Felicity,Gel,70.0,12.0,0.82,59637.0,99395.0
Felicity_48V_200Ah_2324,Felicity,Gel,200.0,48.0,0.83,92374.0,153956.0
Felicity_24V_250Ah_2357,Felicity,Gel,250.0,24.0,0.84,88388.0,147314.0
Felicity_24V_230Ah_2365,Felicity,Gel,230.0,24.0,0.82,69471.0,115785.0
Felicity_24V_20Ah_2367,Felicity,Gel,20.0,24.0,0.84,44509.0,74181.0
Felicity_24V_270Ah_2377,Felicity,Gel,270.0,24.0,0.85,45564.0,75940.0
Felicity_48V_270Ah_2413,Felicity,Gel,270.0,48.0,0.83,92894.0,154824.0
Felicity_12V_50Ah_2519,Felicity,Gel,50.0,12.0,0.83,60298.0,100496.0
Felicity_24V_210Ah_2568,Felicity,Gel,210.0,24.0,0.84,42392.0,70652.0
Felicity_24V_290Ah_2580,Felicity,Gel,290.0,24.0,0.85,81957.0,136595.0
Felicity_24V_20Ah_2603,Felicity,Gel,20.0,24.0,0.84,110764.0,184608.0
Felicity_12V_200Ah_2620,Felicity,Gel,200.0,12.0,0.83,72436.0,120728.0
Felicity_24V_140Ah_2651,Felicity,Gel,140.0,24.0,0.84,92680.0,154468.0
Felicity_48V_210Ah_2900,Felicity,Gel,210.0,48.0,0.84,54628.0,91046.0
Felicity_48V_100Ah_2915,Felicity,Gel,100.0,48.0,0.83,38852.0,64754.0
Felicity_48V_240Ah_2950,Felicity,Gel,240.0,48.0,0.83,98272.0,163786.0
Felicity_24V_160Ah_2958,Felicity,Gel,160.0,24.0,0.84,107450.0,179084.0
Felicity_12V_300Ah_2965,Felicity,Gel,300.0,12.0,0.84,86467.0,144111.0
Felicity_48V_180Ah_3009,Felicity,Gel,180.0,48.0,0.84,71831.0,119719.0
Felicity_12V_220Ah_3071,Felicity,Gel,220.0,12.0,0.82,87719.0,146199.0
Felicity_12V_210Ah_3113,Felicity,Gel,210.0,12.0,0.84,100223.0,167039.0
Felicity_48V_230Ah_3147,Felicity,Gel,230.0,48.0,0.85,39833.0,66389.0
Felicity_48V_170Ah_3221,Felicity,Gel,170.0,48.0,0.82,86278.0,143798.0
Felicity_24V_80Ah_3237,Felicity,Gel,80.0,24.0,0.83,73447.0,122411.0
Felicity_24V_80Ah_3271,Felicity,Gel,80.0,24.0,0.85,69662.0,116104.0
Felicity_24V_160Ah_3277,Felicity,Gel,160.0,24.0,0.83,82466.0,137444.0
Felicity_24V_110Ah_3346,Felicity,Gel,110.0,24.0,0.84,107799.0,179665.0
Felicity_48V_190Ah_3368,Felicity,Gel,190.0,48.0,0.84,64972.0,108286.0
Felicity_24V_150Ah_3388,Felicity,Gel,150.0,24.0,0.83,98344.0,163908.0
Felicity_12V_180Ah_3435,Felicity,Gel,180.0,12.0,0.84,65553.0,109255.0
Felicity_24V_50Ah_3542,Felicity,Gel,50.0,24.0,0.85,101534.0,169222.0
Felicity_24V_100Ah_3601,Felicity,Gel,100.0,24.0,0.83,91696.0,152828.0
Felicity_48V_140Ah_3647,Felicity,Gel,140.0,48.0,0.82,105053.0,175089.0
Felicity_48V_70Ah_3695,Felicity,Gel,70.0,48.0,0.84,94498.0,157496.0
Felicity_12V_70Ah_3722,Felicity,Gel,70.0,12.0,0.82,94699.0,157831.0
Felicity_48V_180Ah_3746,Felicity,Gel,180.0,48.0,0.85,59393.0,98989.0
Felicity_48V_130Ah_3753,Felicity,Gel,130.0,48.0,0.83,77619.0,129365.0
Felicity_48V_190Ah_3790,Felicity,Gel,190.0,48.0,0.83,51130.0,85218.0
Felicity_48V_20Ah_3848,Felicity,Gel,20.0,48.0,0.83,74515.0,124191.0
Felicity_12V_190Ah_3876,Felicity,Gel,190.0,12.0,0.85,71727.0,119545.0
Felicity_12V_60Ah_3931,Felicity,Gel,60.0,12.0,0.85,41804.0,69674.0
Felicity_24V_270Ah_3969,Felicity,Gel,270.0,24.0,0.85,69699.0,116165.0
Felicity_12V_60Ah_4027,Felicity,Gel,60.0,12.0,0.84,75394.0,125656.0
Felicity_48V_210Ah_4113,Felicity,Gel,210.0,48.0,0.83,73435.0,122391.0
Felicity_48V_130Ah_4118,Felicity,Gel,130.0,48.0,0.83,94318.0,157198.0
Felicity_48V_300Ah_4149,Felicity,Gel,300.0,48.0,0.83,97018.0,161698.0
Felicity_24V_140Ah_4253,Felicity,Gel,140.0,24.0,0.83,100818.0,168030.0
Felicity_24V_40Ah_4292,Felicity,Gel,40.0,24.0,0.84,85580.0,142634.0
Felicity_24V_150Ah_4325,Felicity,Gel,150.0,24.0,0.83,37664.0,62774.0
Felicity_48V_50Ah_4362,Felicity,Gel,50.0,48.0,0.84,86982.0,144970.0
Felicity_24V_120Ah_4365,Felicity,Gel,120.0,24.0,0.84,100602.0,167670.0
Felicity_24V_120Ah_4379,Felicity,Gel,120.0,24.0,0.83,42190.0,70316.0
Felicity_12V_240Ah_4401,Felicity,Gel,240.0,12.0,0.83,88493.0,147489.0
Felicity_12V_130Ah_4450,Felicity,Gel,130.0,12.0,0.82,89886.0,149810.0
Felicity_48V_100Ah_4451,Felicity,Gel,100.0,48.0,0.83,55019.0,91699.0
Felicity_24V_150Ah_4502,Felicity,Gel,150.0,24.0,0.83,45189.0,75315.0
Felicity_12V_30Ah_4534,Felicity,Gel,30.0,12.0,0.83,66920.0,111532.0
Felicity_48V_80Ah_4634,Felicity,Gel,80.0,48.0,0.82,92484.0,154140.0
Felicity_48V_260Ah_4762,Felicity,Gel,260.0,48.0,0.83,94798.0,157996.0
Felicity_12V_60Ah_4844,Felicity,Gel,60.0,12.0,0.83,97274.0,162122.0
Felicity_24V_140Ah_4962,Felicity,Gel,140.0,24.0,0.83,81340.0,135566.0
Felicity_48V_40Ah_1,Felicity,LiFePO4,40.0,48.0,0.85,38319.0,63865.0
Felicity_24V_120Ah_23,Felicity,LiFePO4,120.0,24.0,0.83,41731.0,69551.0
Felicity_48V_200Ah_33,Felicity,LiFePO4,200.0,48.0,0.83,50296.0,83828.0
Felicity_24V_270Ah_105,Felicity,LiFePO4,270.0,24.0,0.84,58990.0,98318.0
Felicity_24V_230Ah_108,Felicity,LiFePO4,230.0,24.0,0.84,71912.0,119854.0
Felicity_48V_160Ah_203,Felicity,LiFePO4,160.0,48.0,0.82,55510.0,92516.0
Felicity_48V_120Ah_231,Felicity,LiFePO4,120.0,48.0,0.82,94113.0,156855.0
Felicity_48V_20Ah_283,Felicity,LiFePO4,20.0,48.0,0.84,92630.0,154382.0
Felicity_12V_20Ah_293,Felicity,LiFePO4,20.0,12.0,0.83,73268.0,122112.0
Felicity_48V_80Ah_327,Felicity,LiFePO4,80.0,48.0,0.84,48926.0,81542.0
Felicity_24V_70Ah_343,Felicity,LiFePO4,70.0,24.0,0.82,103867.0,173111.0
Felicity_48V_90Ah_433,Felicity,LiFePO4,90.0,48.0,0.85,52897.0,88161.0
Felicity_48V_270Ah_456,Felicity,LiFePO4,270.0,48.0,0.84,64817.0,108029.0
Felicity_48V_70Ah_468,Felicity,LiFePO4,70.0,48.0,0.84,86341.0,143901.0
Felicity_24V_50Ah_474,Felicity,LiFePO4,50.0,24.0,0.83,77408.0,129012.0
Felicity_12V_140Ah_506,Felicity,LiFePO4,140.0,12.0,0.84,77051.0,128419.0
Felicity_48V_160Ah_555,Felicity,LiFePO4,160.0,48.0,0.85,79731.0,132885.0
Felicity_12V_250Ah_645,Felicity,LiFePO4,250.0,12.0,0.83,58900.0,98166.0
Felicity_24V_230Ah_727,Felicity,LiFePO4,230.0,24.0,0.84,44024.0,73374.0
Felicity_48V_90Ah_758,Felicity,LiFePO4,90.0,48.0,0.83,85292.0,142154.0
Felicity_12V_40Ah_821,Felicity,LiFePO4,40.0,12.0,0.83,90602.0,151004.0
Felicity_48V_110Ah_829,Felicity,LiFePO4,110.0,48.0,0.85,108986.0,181642.0
Felicity_24V_30Ah_874,Felicity,LiFePO4,30.0,24.0,0.83,68716.0,114526.0
Felicity_24V_70Ah_978,Felicity,LiFePO4,70.0,24.0,0.83,39600.0,66000.0
Felicity_24V_100Ah_1041,Felicity,LiFePO4,100.0,24.0,0.82,53643.0,89405.0
Felicity_12V_170Ah_1071,Felicity,LiFePO4,170.0,12.0,0.85,75990.0,126650.0
Felicity_24V_280Ah_1174,Felicity,LiFePO4,280.0,24.0,0.83,88450.0,147416.0
Felicity_48V_280Ah_1237,Felicity,LiFePO4,280.0,48.0,0.82,82042.0,136736.0
Felicity_12V_220Ah_1308,Felicity,LiFePO4,220.0,12.0,0.83,47872.0,79788.0
Felicity_24V_210Ah_1316,Felicity,LiFePO4,210.0,24.0,0.83,99091.0,165151.0
Felicity_12V_140Ah_1342,Felicity,LiFePO4,140.0,12.0,0.82,75074.0,125122.0
Felicity_12V_130Ah_1426,Felicity,LiFePO4,130.0,12.0,0.83,47422.0,79036.0
Felicity_24V_260Ah_1430,Felicity,LiFePO4,260.0,24.0,0.84,43883.0,73139.0
Felicity_48V_240Ah_1442,Felicity,LiFePO4,240.0,48.0,0.85,88033.0,146721.0
Felicity_48V_90Ah_1486,Felicity,LiFePO4,90.0,48.0,0.84,103852.0,173086.0
Felicity_24V_200Ah_1491,Felicity,LiFePO4,200.0,24.0,0.85,40503.0,67505.0
Felicity_24V_190Ah_1588,Felicity,LiFePO4,190.0,24.0,0.85,102384.0,170640.0
Felicity_48V_70Ah_1596,Felicity,LiFePO4,70.0,48.0,0.85,51596.0,85992.0
Felicity_48V_100Ah_1677,Felicity,LiFePO4,100.0,48.0,0.82,91868.0,153114.0
Felicity_48V_100Ah_1705,Felicity,LiFePO4,100.0,48.0,0.83,94064.0,156772.0
Felicity_24V_300Ah_1706,Felicity,LiFePO4,300.0,24.0,0.85,96308.0,160514.0
Felicity_12V_290Ah_1745,Felicity,LiFePO4,290.0,12.0,0.84,50602.0,84336.0
Felicity_48V_120Ah_1864,Felicity,LiFePO4,120.0,48.0,0.84,86628.0,144380.0
Felicity_48V_220Ah_1882,Felicity,LiFePO4,220.0,48.0,0.83,71344.0,118906.0
Felicity_12V_230Ah_1934,Felicity,LiFePO4,230.0,12.0,0.85,98715.0,164525.0
Felicity_12V_120Ah_1946,Felicity,LiFePO4,120.0,12.0,0.83,111718.0,186196.0
Felicity_12V_270Ah_1986,Felicity,LiFePO4,270.0,12.0,0.83,78366.0,130610.0
Felicity_12V_60Ah_2071,Felicity,LiFePO4,60.0,12.0,0.82,49470.0,82450.0
Felicity_12V_80Ah_2077,Felicity,LiFePO4,80.0,12.0,0.84,65711.0,109519.0
Felicity_24V_40Ah_2119,Felicity,LiFePO4,40.0,24.0,0.82,38018.0,63364.0
Felicity_48V_210Ah_2133,Felicity,LiFePO4,210.0,48.0,0.85,66926.0,111544.0
Felicity_48V_230Ah_2182,Felicity,LiFePO4,230.0,48.0,0.83,87160.0,145268.0
Felicity_48V_290Ah_2231,Felicity,LiFePO4,290.0,48.0,0.82,66308.0,110512.0
Felicity_12V_290Ah_2250,Felicity,LiFePO4,290.0,12.0,0.84,73353.0,122255.0
Felicity_48V_160Ah_2274,Felicity,LiFePO4,160.0,48.0,0.84,69473.0,115789.0
Felicity_24V_170Ah_2284,Felicity,LiFePO4,170.0,24.0,0.85,91067.0,151779.0
Felicity_48V_210Ah_2294,Felicity,LiFePO4,210.0,48.0,0.83,94724.0,157872.0
Felicity_12V_160Ah_2311,Felicity,LiFePO4,160.0,12.0,0.83,85617.0,142695.0
Felicity_12V_110Ah_2319,Felicity,LiFePO4,110.0,12.0,0.82,74745.0,124575.0
Felicity_12V_20Ah_2382,Felicity,LiFePO4,20.0,12.0,0.83,84749.0,141249.0
Felicity_48V_170Ah_2460,Felicity,LiFePO4,170.0,48.0,0.83,52822.0,88038.0
Felicity_24V_80Ah_2461,Felicity,LiFePO4,80.0,24.0,0.84,75720.0,126200.0
Felicity_12V_270Ah_2526,Felicity,LiFePO4,270.0,12.0,0.83,44637.0,74395.0
Felicity_48V_80Ah_2536,Felicity,LiFePO4,80.0,48.0,0.82,102806.0,171344.0
Felicity_48V_210Ah_2562,Felicity,LiFePO4,210.0,48.0,0.85,39317.0,65529.0
Felicity_48V_20Ah_2608,Felicity,LiFePO4,20.0,48.0,0.83,43096.0,71828.0
Felicity_12V_210Ah_2626,Felicity,LiFePO4,210.0,12.0,0.85,50644.0,84406.0
Felicity_24V_100Ah_2670,Felicity,LiFePO4,100.0,24.0,0.85,55108.0,91848.0
Felicity_48V_140Ah_2767,Felicity,LiFePO4,140.0,48.0,0.84,58617.0,97695.0
Felicity_48V_300Ah_2782,Felicity,LiFePO4,300.0,48.0,0.83,49108.0,81848.0
Felicity_48V_80Ah_2804,Felicity,LiFePO4,80.0,48.0,0.82,112324.0,187208.0
Felicity_24V_50Ah_2819,Felicity,LiFePO4,50.0,24.0,0.83,69946.0,116578.0
Felicity_12V_280Ah_2890,Felicity,LiFePO4,280.0,12.0,0.83,53668.0,89446.0
Felicity_48V_300Ah_2905,Felicity,LiFePO4,300.0,48.0,0.84,77945.0,129909.0
Felicity_24V_250Ah_2977,Felicity,LiFePO4,250.0,24.0,0.85,58158.0,96930.0
Felicity_48V_80Ah_3042,Felicity,LiFePO4,80.0,48.0,0.85,108055.0,180091.0
Felicity_24V_260Ah_3120,Felicity,LiFePO4,260.0,24.0,0.82,79837.0,133061.0
Felicity_24V_260Ah_3187,Felicity,LiFePO4,260.0,24.0,0.84,47834.0,79724.0
Felicity_12V_100Ah_3216,Felicity,LiFePO4,100.0,12.0,0.84,105664.0,176108.0
Felicity_48V_200Ah_3279,Felicity,LiFePO4,200.0,48.0,0.82,111242.0,185402.0
Felicity_24V_60Ah_3358,Felicity,LiFePO4,60.0,24.0,0.85,101247.0,168745.0
Felicity_24V_210Ah_3384,Felicity,LiFePO4,210.0,24.0,0.82,55216.0,92026.0
Felicity_12V_190Ah_3401,Felicity,LiFePO4,190.0,12.0,0.84,98200.0,163666.0
Felicity_48V_140Ah_3460,Felicity,LiFePO4,140.0,48.0,0.84,74690.0,124482.0
Felicity_12V_260Ah_3466,Felicity,LiFePO4,260.0,12.0,0.84,67154.0,111922.0
Felicity_48V_290Ah_3472,Felicity,LiFePO4,290.0,48.0,0.83,47524.0,79208.0
Felicity_12V_120Ah_3552,Felicity,LiFePO4,120.0,12.0,0.84,85706.0,142844.0
