controller_id,brand,type,max_voltage_V,max_current_A,derating_factor,price_min,price_max
Morningstar_PWM_24V_85A_2457,Morningstar,PWM,24.0,85.0,0.93,159767.0,266279.0
Morningstar_PWM_48V_80A_2500,Morningstar,PWM,48.0,80.0,0.93,137502.0,229170.0
Morningstar_PWM_48V_45A_2529,Morningstar,PWM,48.0,45.0,0.91,135122.0,225204.0
Morningstar_PWM_24V_25A_2548,Morningstar,PWM,24.0,25.0,0.94,167846.0,279742.0
Morningstar_PWM_36V_60A_2680,Morningstar,PWM,36.0,60.0,0.94,157112.0,261854.0
Morningstar_PWM_60V_65A_2687,Morningstar,PWM,60.0,65.0,0.93,172866.0,288110.0
Morningstar_PWM_24V_35A_2696,Morningstar,PWM,24.0,35.0,0.91,171350.0,285582.0
Morningstar_PWM_36V_15A_2711,Morningstar,PWM,36.0,15.0,0.94,123004.0,205008.0
Morningstar_PWM_12V_90A_2754,Morningstar,PWM,12.0,90.0,0.94,157771.0,262951.0
Morningstar_PWM_36V_70A_2756,Morningstar,PWM,36.0,70.0,0.93,180170.0,300282.0
Morningstar_PWM_60V_65A_2795,Morningstar,PWM,60.0,65.0,0.93,187443.0,312405.0
Morningstar_PWM_36V_100A_2858,Morningstar,PWM,36.0,100.0,0.95,155332.0,258886.0
Morningstar_PWM_12V_40A_2867,Morningstar,PWM,12.0,40.0,0.92,116058.0,193430.0
Morningstar_PWM_12V_55A_2885,Morningstar,PWM,12.0,55.0,0.94,158010.0,263350.0
Morningstar_PWM_12V_70A_3064,Morningstar,PWM,12.0,70.0,0.92,135571.0,225951.0
Morningstar_PWM_12V_45A_3078,Morningstar,PWM,12.0,45.0,0.94,165608.0,276014.0
Morningstar_PWM_24V_80A_3097,Morningstar,PWM,24.0,80.0,0.92,135677.0,226129.0
Morningstar_PWM_60V_80A_3105,Morningstar,PWM,60.0,80.0,0.92,148571.0,247619.0
Morningstar_PWM_60V_35A_3132,Morningstar,PWM,60.0,35.0,0.94,146547.0,244245.0
Morningstar_PWM_60V_35A_3157,Morningstar,PWM,60.0,35.0,0.92,178774.0,297958.0
Morningstar_PWM_48V_10A_3187,Morningstar,PWM,48.0,10.0,0.94,135038.0,225062.0
Morningstar_PWM_60V_65A_3201,Morningstar,PWM,60.0,65.0,0.94,165458.0,275762.0
Morningstar_PWM_24V_15A_3235,Morningstar,PWM,24.0,15.0,0.94,159060.0,265100.0
Morningstar_PWM_36V_80A_3241,Morningstar,PWM,36.0,80.0,0.94,181984.0,303306.0
Morningstar_PWM_36V_80A_3318,Morningstar,PWM,36.0,80.0,0.92,146099.0,243499.0
Morningstar_PWM_36V_100A_3328,Morningstar,PWM,36.0,100.0,0.94,125526.0,209210.0
Morningstar_PWM_36V_90A_3342,Morningstar,PWM,36.0,90.0,0.94,138592.0,230986.0
Morningstar_PWM_36V_35A_3354,Morningstar,PWM,36.0,35.0,0.92,184204.0,307008.0
Morningstar_PWM_12V_100A_3387,Morningstar,PWM,12.0,100.0,0.93,147919.0,246531.0
Morningstar_PWM_60V_80A_3471,Morningstar,PWM,60.0,80.0,0.93,180041.0,300069.0
Morningstar_PWM_24V_30A_3559,Morningstar,PWM,24.0,30.0,0.93,127939.0,213231.0
Morningstar_PWM_12V_10A_3619,Morningstar,PWM,12.0,10.0,0.94,154617.0,257695.0
Morningstar_PWM_24V_100A_3645,Morningstar,PWM,24.0,100.0,0.91,124339.0,207231.0
Morningstar_PWM_48V_15A_3670,Morningstar,PWM,48.0,15.0,0.91,124551.0,207585.0
Morningstar_PWM_12V_75A_3690,Morningstar,PWM,12.0,75.0,0.94,158602.0,264338.0
Morningstar_PWM_60V_100A_3743,Morningstar,PWM,60.0,100.0,0.93,140970.0,234950.0
Morningstar_PWM_36V_45A_3814,Morningstar,PWM,36.0,45.0,0.93,168830.0,281382.0
Morningstar_PWM_48V_60A_3816,Morningstar,PWM,48.0,60.0,0.94,160592.0,267652.0
Morningstar_PWM_36V_10A_3834,Morningstar,PWM,36.0,10.0,0.94,175142.0,291904.0
Morningstar_PWM_24V_10A_3853,Morningstar,PWM,24.0,10.0,0.92,114774.0,191290.0
Morningstar_PWM_36V_45A_3872,Morningstar,PWM,36.0,45.0,0.95,158563.0,264271.0
Morningstar_PWM_12V_20A_3892,Morningstar,PWM,12.0,20.0,0.93,165369.0,275615.0
Morningstar_PWM_48V_65A_3928,Morningstar,PWM,48.0,65.0,0.91,166508.0,277514.0
Morningstar_PWM_36V_70A_3964,Morningstar,PWM,36.0,70.0,0.93,182945.0,304909.0
Morningstar_PWM_36V_35A_4021,Morningstar,PWM,36.0,35.0,0.92,152776.0,254628.0
Morningstar_PWM_12V_80A_4100,Morningstar,PWM,12.0,80.0,0.92,128638.0,214398.0
Morningstar_PWM_12V_35A_4322,Morningstar,PWM,12.0,35.0,0.94,155782.0,259636.0
Morningstar_PWM_36V_35A_4333,Morningstar,PWM,36.0,35.0,0.91,144675.0,241125.0
Morningstar_PWM_12V_35A_4334,Morningstar,PWM,12.0,35.0,0.94,169213.0,282021.0
Morningstar_PWM_12V_60A_4364,Morningstar,PWM,12.0,60.0,0.95,160066.0,266778.0
Morningstar_PWM_12V_55A_4389,Morningstar,PWM,12.0,55.0,0.94,130077.0,216795.0
Morningstar_PWM_12V_65A_4400,Morningstar,PWM,12.0,65.0,0.92,134510.0,224184.0
Morningstar_PWM_36V_50A_4431,Morningstar,PWM,36.0,50.0,0.91,143605.0,239341.0
Morningstar_PWM_48V_20A_4449,Morningstar,PWM,48.0,20.0,0.94,168241.0,280401.0
Morningstar_PWM_48V_70A_4526,Morningstar,PWM,48.0,70.0,0.92,154120.0,256868.0
Morningstar_PWM_48V_20A_4654,Morningstar,PWM,48.0,20.0,0.95,157364.0,262274.0
Morningstar_PWM_12V_80A_4660,Morningstar,PWM,12.0,80.0,0.94,156918.0,261530.0
Morningstar_PWM_24V_65A_4661,Morningstar,PWM,24.0,65.0,0.94,161134.0,268556.0
Morningstar_PWM_12V_30A_4755,Morningstar,PWM,12.0,30.0,0.91,133100.0,221834.0
Morningstar_PWM_60V_75A_4827,Morningstar,PWM,60.0,75.0,0.92,118060.0,196766.0
Morningstar_PWM_12V_75A_4833,Morningstar,PWM,12.0,75.0,0.92,152211.0,253685.0
Morningstar_PWM_36V_25A_4887,Morningstar,PWM,36.0,25.0,0.91,177857.0,296429.0
Morningstar_PWM_36V_70A_4898,Morningstar,PWM,36.0,70.0,0.92,175978.0,293298.0
Morningstar_PWM_12V_85A_4925,Morningstar,PWM,12.0,85.0,0.95,119148.0,198580.0
Morningstar_PWM_24V_60A_4936,Morningstar,PWM,24.0,60.0,0.91,135403.0,225671.0
Morningstar_PWM_24V_100A_4979,Morningstar,PWM,24.0,100.0,0.93,130152.0,216920.0
Must_MPPT_12V_100A_1,Must,MPPT,12.0,100.0,0.92,33991.0,56651.0
Must_MPPT_60V_10A_8,Must,MPPT,60.0,10.0,0.93,19618.0,32696.0
Must_MPPT_48V_50A_51,Must,MPPT,48.0,50.0,0.95,20331.0,33885.0
Must_MPPT_60V_80A_119,Must,MPPT,60.0,80.0,0.92,53408.0,89014.0
Must_MPPT_36V_40A_120,Must,MPPT,36.0,40.0,0.93,28409.0,47349.0
Must_MPPT_150V_95A_122,Must,MPPT,150.0,95.0,0.94,49586.0,82644.0
Must_MPPT_12V_95A_135,Must,MPPT,12.0,95.0,0.93,17947.0,29911.0
Must_MPPT_48V_55A_187,Must,MPPT,48.0,55.0,0.94,46280.0,77132.0
Must_MPPT_36V_80A_226,Must,MPPT,36.0,80.0,0.94,44137.0,73561.0
Must_MPPT_100V_20A_228,Must,MPPT,100.0,20.0,0.92,28666.0,47776.0
Must_MPPT_48V_100A_246,Must,MPPT,48.0,100.0,0.94,29763.0,49605.0
Must_MPPT_60V_15A_253,Must,MPPT,60.0,15.0,0.94,23901.0,39835.0
Must_MPPT_150V_10A_282,Must,MPPT,150.0,10.0,0.92,47879.0,79799.0
Must_MPPT_100V_45A_287,Must,MPPT,100.0,45.0,0.91,58534.0,97558.0
Must_MPPT_150V_35A_308,Must,MPPT,150.0,35.0,0.92,56001.0,93335.0
Must_MPPT_150V_65A_314,Must,MPPT,150.0,65.0,0.93,21473.0,35789.0
Must_MPPT_100V_75A_316,Must,MPPT,100.0,75.0,0.92,22365.0,37275.0
Must_MPPT_24V_30A_348,Must,MPPT,24.0,30.0,0.93,35022.0,58370.0
Must_MPPT_100V_85A_368,Must,MPPT,100.0,85.0,0.94,54496.0,90828.0
Must_MPPT_60V_55A_395,Must,MPPT,60.0,55.0,0.93,56505.0,94175.0
Must_MPPT_150V_20A_534,Must,MPPT,150.0,20.0,0.91,57036.0,95060.0
Must_MPPT_24V_55A_535,Must,MPPT,24.0,55.0,0.91,34770.0,57950.0
Must_MPPT_12V_10A_538,Must,MPPT,12.0,10.0,0.92,55873.0,93121.0
Must_MPPT_36V_45A_566,Must,MPPT,36.0,45.0,0.94,28337.0,47229.0
Must_MPPT_60V_45A_589,Must,MPPT,60.0,45.0,0.91,16903.0,28171.0
Must_MPPT_24V_35A_627,Must,MPPT,24.0,35.0,0.91,28203.0,47005.0
Must_MPPT_150V_95A_654,Must,MPPT,150.0,95.0,0.92,47608.0,79346.0
Must_MPPT_60V_30A_660,Must,MPPT,60.0,30.0,0.93,53561.0,89269.0
Must_MPPT_100V_50A_730,Must,MPPT,100.0,50.0,0.94,50634.0,84390.0
Must_MPPT_150V_10A_762,Must,MPPT,150.0,10.0,0.94,33700.0,56166.0
Must_MPPT_36V_25A_779,Must,MPPT,36.0,25.0,0.92,57158.0,95262.0
Must_MPPT_150V_30A_790,Must,MPPT,150.0,30.0,0.92,54891.0,91485.0
Must_MPPT_48V_75A_844,Must,MPPT,48.0,75.0,0.95,30478.0,50798.0
Must_MPPT_150V_15A_883,Must,MPPT,150.0,15.0,0.92,33976.0,56628.0
Must_MPPT_12V_10A_886,Must,MPPT,12.0,10.0,0.92,29009.0,48349.0
Must_MPPT_12V_80A_892,Must,MPPT,12.0,80.0,0.92,54827.0,91379.0
Must_MPPT_36V_15A_919,Must,MPPT,36.0,15.0,0.93,59728.0,99546.0
Must_MPPT_12V_45A_925,Must,MPPT,12.0,45.0,0.91,45314.0,75522.0
Must_MPPT_48V_20A_928,Must,MPPT,48.0,20.0,0.94,40259.0,67099.0
Must_MPPT_24V_15A_969,Must,MPPT,24.0,15.0,0.94,42170.0,70284.0
Must_MPPT_24V_55A_980,Must,MPPT,24.0,55.0,0.94,28695.0,47825.0
Must_MPPT_12V_55A_986,Must,MPPT,12.0,55.0,0.94,48530.0,80882.0
Must_MPPT_100V_70A_1025,Must,MPPT,100.0,70.0,0.93,29253.0,48755.0
Must_MPPT_150V_75A_1051,Must,MPPT,150.0,75.0,0.93,21001.0,35001.0
Must_MPPT_24V_15A_1141,Must,MPPT,24.0,15.0,0.91,38666.0,64442.0
Must_MPPT_36V_40A_1147,Must,MPPT,36.0,40.0,0.94,54034.0,90056.0
Must_MPPT_36V_45A_1167,Must,MPPT,36.0,45.0,0.91,22461.0,37435.0
Must_MPPT_12V_15A_1174,Must,MPPT,12.0,15.0,0.92,42680.0,71134.0
Must_MPPT_60V_70A_1201,Must,MPPT,60.0,70.0,0.93,17664.0,29440.0
Must_MPPT_48V_35A_1226,Must,MPPT,48.0,35.0,0.92,24237.0,40395.0
Must_MPPT_24V_85A_1260,Must,MPPT,24.0,85.0,0.94,49871.0,83119.0
Must_MPPT_150V_65A_1304,Must,MPPT,150.0,65.0,0.92,22250.0,37084.0
Must_MPPT_36V_40A_1310,Must,MPPT,36.0,40.0,0.93,52879.0,88131.0
Must_MPPT_12V_100A_1331,Must,MPPT,12.0,100.0,0.94,28058.0,46762.0
Must_MPPT_24V_90A_1332,Must,MPPT,24.0,90.0,0.92,50469.0,84115.0
Must_MPPT_48V_35A_1361,Must,MPPT,48.0,35.0,0.93,41144.0,68574.0
Must_MPPT_60V_45A_1396,Must,MPPT,60.0,45.0,0.92,38176.0,63626.0
Must_MPPT_150V_50A_1424,Must,MPPT,150.0,50.0,0.92,40226.0,67044.0
Must_MPPT_100V_25A_1456,Must,MPPT,100.0,25.0,0.92,59788.0,99646.0
Must_MPPT_60V_85A_1474,Must,MPPT,60.0,85.0,0.93,18626.0,31042.0
Must_MPPT_100V_85A_1504,Must,MPPT,100.0,85.0,0.93,53717.0,89529.0
Must_MPPT_36V_60A_1516,Must,MPPT,36.0,60.0,0.94,30004.0,50006.0
Must_MPPT_100V_45A_1522,Must,MPPT,100.0,45.0,0.91,18322.0,30538.0
Must_MPPT_36V_70A_1529,Must,MPPT,36.0,70.0,0.92,47643.0,79405.0
Must_MPPT_150V_35A_1547,Must,MPPT,150.0,35.0,0.93,52280.0,87134.0
Must_MPPT_60V_35A_1559,Must,MPPT,60.0,35.0,0.92,20067.0,33445.0
Must_MPPT_100V_20A_1561,Must,MPPT,100.0,20.0,0.94,56312.0,93854.0
Must_MPPT_150V_25A_1587,Must,MPPT,150.0,25.0,0.93,18326.0,30544.0
Must_MPPT_24V_20A_1588,Must,MPPT,24.0,20.0,0.92,33154.0,55258.0
Must_MPPT_12V_20A_1616,Must,MPPT,12.0,20.0,0.94,43658.0,72762.0
Must_MPPT_48V_40A_1623,Must,MPPT,48.0,40.0,0.93,33842.0,56402.0
Must_MPPT_60V_80A_1651,Must,MPPT,60.0,80.0,0.95,25970.0,43284.0
Must_MPPT_60V_35A_1689,Must,MPPT,60.0,35.0,0.93,15900.0,26500.0
Must_MPPT_100V_100A_1692,Must,MPPT,100.0,100.0,0.92,23845.0,39741.0
Must_MPPT_12V_70A_1700,Must,MPPT,12.0,70.0,0.92,50377.0,83961.0
Must_MPPT_60V_75A_1701,Must,MPPT,60.0,75.0,0.91,17308.0,28848.0
Must_MPPT_150V_15A_1736,Must,MPPT,150.0,15.0,0.93,18134.0,30224.0
Must_MPPT_48V_95A_1762,Must,MPPT,48.0,95.0,0.93,35432.0,59052.0
Must_MPPT_100V_10A_1774,Must,MPPT,100.0,10.0,0.94,31364.0,52272.0
Must_MPPT_36V_50A_1800,Must,MPPT,36.0,50.0,0.92,27523.0,45871.0
Must_MPPT_150V_65A_1807,Must,MPPT,150.0,65.0,0.92,30253.0,50421.0
Must_MPPT_12V_20A_1819,Must,MPPT,12.0,20.0,0.95,55481.0,92469.0
Must_MPPT_60V_20A_1824,Must,MPPT,60.0,20.0,0.93,54699.0,91165.0
Must_MPPT_12V_25A_1846,Must,MPPT,12.0,25.0,0.92,21573.0,35955.0
Must_MPPT_150V_25A_1853,Must,MPPT,150.0,25.0,0.93,16657.0,27761.0
Must_MPPT_24V_30A_1860,Must,MPPT,24.0,30.0,0.93,16743.0,27905.0
Must_MPPT_60V_70A_1862,Must,MPPT,60.0,70.0,0.93,28310.0,47182.0
Must_MPPT_24V_40A_1866,Must,MPPT,24.0,40.0,0.94,33440.0,55732.0
Must_MPPT_100V_10A_1900,Must,MPPT,100.0,10.0,0.91,24790.0,41318.0
Must_MPPT_150V_45A_1907,Must,MPPT,150.0,45.0,0.94,42704.0,71174.0
Must_MPPT_36V_15A_1930,Must,MPPT,36.0,15.0,0.91,52993.0,88321.0
Must_MPPT_48V_40A_1934,Must,MPPT,48.0,40.0,0.92,21104.0,35172.0
Must_MPPT_36V_55A_1938,Must,MPPT,36.0,55.0,0.93,26666.0,44442.0
Must_MPPT_48V_100A_1963,Must,MPPT,48.0,100.0,0.94,50452.0,84086.0
Must_MPPT_48V_65A_1985,Must,MPPT,48.0,65.0,0.94,29211.0,48685.0
Must_MPPT_36V_90A_2026,Must,MPPT,36.0,90.0,0.94,48456.0,80760.0
Must_MPPT_150V_85A_2032,Must,MPPT,150.0,85.0,0.93,36465.0,60775.0
Must_MPPT_60V_50A_2056,Must,MPPT,60.0,50.0,0.94,46514.0,77522.0
Must_MPPT_24V_100A_2061,Must,MPPT,24.0,100.0,0.92,24278.0,40462.0
Must_MPPT_36V_75A_2074,Must,MPPT,36.0,75.0,0.93,24608.0,41012.0
Must_MPPT_60V_75A_2077,Must,MPPT,60.0,75.0,0.91,19292.0,32152.0
Must_MPPT_12V_20A_2084,Must,MPPT,12.0,20.0,0.94,29873.0,49789.0
Must_MPPT_150V_85A_2102,Must,MPPT,150.0,85.0,0.93,30442.0,50736.0
Must_MPPT_100V_20A_2113,Must,MPPT,100.0,20.0,0.95,38470.0,64118.0
Must_MPPT_48V_35A_2119,Must,MPPT,48.0,35.0,0.95,49331.0,82219.0
Must_MPPT_12V_15A_2156,Must,MPPT,12.0,15.0,0.93,46696.0,77828.0
Must_MPPT_36V_45A_2172,Must,MPPT,36.0,45.0,0.91,52918.0,88196.0
Must_MPPT_100V_65A_2180,Must,MPPT,100.0,65.0,0.93,36940.0,61568.0
Must_MPPT_48V_70A_2204,Must,MPPT,48.0,70.0,0.94,32749.0,54581.0
Must_MPPT_24V_90A_2219,Must,MPPT,24.0,90.0,0.94,50968.0,84946.0
Must_MPPT_150V_100A_2272,Must,MPPT,150.0,100.0,0.94,54328.0,90546.0
Must_MPPT_48V_65A_2319,Must,MPPT,48.0,65.0,0.92,21340.0,35568.0
Must_MPPT_150V_35A_2339,Must,MPPT,150.0,35.0,0.93,30892.0,51486.0
Must_MPPT_60V_75A_2361,Must,MPPT,60.0,75.0,0.94,36082.0,60138.0
Must_MPPT_48V_35A_2375,Must,MPPT,48.0,35.0,0.91,16678.0,27798.0
Must_MPPT_60V_75A_2392,Must,MPPT,60.0,75.0,0.95,26436.0,44060.0
Must_MPPT_60V_15A_2402,Must,MPPT,60.0,15.0,0.94,29772.0,49620.0
Must_MPPT_100V_40A_2406,Must,MPPT,100.0,40.0,0.92,17993.0,29989.0
Must_MPPT_12V_75A_2417,Must,MPPT,12.0,75.0,0.93,17954.0,29922.0
Must_MPPT_36V_10A_2434,Must,MPPT,36.0,10.0,0.94,22408.0,37348.0
Must_MPPT_12V_95A_2476,Must,MPPT,12.0,95.0,0.91,37640.0,62734.0
Must_MPPT_60V_45A_2479,Must,MPPT,60.0,45.0,0.93,23017.0,38361.0
Must_MPPT_12V_10A_2485,Must,MPPT,12.0,10.0,0.92,44099.0,73499.0
Must_MPPT_60V_85A_2495,Must,MPPT,60.0,85.0,0.95,52355.0,87259.0
Must_MPPT_12V_85A_2558,Must,MPPT,12.0,85.0,0.91,32796.0,54660.0
Must_MPPT_48V_95A_2564,Must,MPPT,48.0,95.0,0.93,45220.0,75368.0
Must_MPPT_60V_95A_2596,Must,MPPT,60.0,95.0,0.93,55571.0,92619.0
Must_MPPT_60V_50A_2627,Must,MPPT,60.0,50.0,0.93,19150.0,31916.0
Must_MPPT_150V_10A_2631,Must,MPPT,150.0,10.0,0.95,51002.0,85002.0
Must_MPPT_100V_30A_2674,Must,MPPT,100.0,30.0,0.93,35897.0,59829.0
Must_MPPT_24V_40A_2738,Must,MPPT,24.0,40.0,0.93,29933.0,49889.0
Must_MPPT_24V_30A_2777,Must,MPPT,24.0,30.0,0.95,23946.0,39910.0
Must_MPPT_100V_10A_2781,Must,MPPT,100.0,10.0,0.92,15670.0,26116.0
Must_MPPT_12V_80A_2806,Must,MPPT,12.0,80.0,0.94,35393.0,58989.0
Must_MPPT_100V_95A_2814,Must,MPPT,100.0,95.0,0.91,41960.0,69932.0
Must_MPPT_48V_30A_2817,Must,MPPT,48.0,30.0,0.94,54719.0,91199.0
Must_MPPT_36V_95A_2825,Must,MPPT,36.0,95.0,0.95,55382.0,92304.0
Must_MPPT_60V_60A_2842,Must,MPPT,60.0,60.0,0.94,56995.0,94991.0
Must_MPPT_150V_100A_2855,Must,MPPT,150.0,100.0,0.94,49432.0,82388.0
Must_MPPT_100V_100A_2929,Must,MPPT,100.0,100.0,0.92,46642.0,77736.0
Must_MPPT_60V_65A_2955,Must,MPPT,60.0,65.0,0.94,30107.0,50179.0
Must_MPPT_100V_90A_2980,Must,MPPT,100.0,90.0,0.94,35224.0,58708.0
Must_MPPT_60V_40A_2995,Must,MPPT,60.0,40.0,0.93,38184.0,63640.0
Must_MPPT_12V_60A_3027,Must,MPPT,12.0,60.0,0.94,17247.0,28745.0
Must_MPPT_36V_55A_3035,Must,MPPT,36.0,55.0,0.94,25491.0,42485.0
Must_MPPT_150V_10A_3060,Must,MPPT,150.0,10.0,0.95,46878.0,78130.0
Must_MPPT_60V_60A_3107,Must,MPPT,60.0,60.0,0.91,45220.0,75366.0
Must_MPPT_100V_65A_3111,Must,MPPT,100.0,65.0,0.93,32883.0,54805.0
Must_MPPT_60V_70A_3117,Must,MPPT,60.0,70.0,0.92,26522.0,44202.0
Must_MPPT_12V_80A_3123,Must,MPPT,12.0,80.0,0.92,34622.0,57704.0
Must_MPPT_150V_100A_3180,Must,MPPT,150.0,100.0,0.94,48248.0,80414.0
Must_MPPT_150V_10A_3269,Must,MPPT,150.0,10.0,0.94,48367.0,80611.0
Must_MPPT_24V_55A_3271,Must,MPPT,24.0,55.0,0.94,45887.0,76479.0
Must_MPPT_150V_65A_3301,Must,MPPT,150.0,65.0,0.93,34156.0,56928.0
Must_MPPT_100V_35A_3346,Must,MPPT,100.0,35.0,0.93,44478.0,74130.0
Must_MPPT_36V_20A_3357,Must,MPPT,36.0,20.0,0.94,22817.0,38029.0
Must_MPPT_12V_75A_3391,Must,MPPT,12.0,75.0,0.91,24454.0,40758.0
Must_MPPT_150V_20A_3394,Must,MPPT,150.0,20.0,0.92,21124.0,35206.0
Must_MPPT_36V_95A_3401,Must,MPPT,36.0,95.0,0.91,53099.0,88499.0
Must_MPPT_12V_100A_3416,Must,MPPT,12.0,100.0,0.91,19660.0,32768.0
Must_MPPT_150V_80A_3423,Must,MPPT,150.0,80.0,0.91,51063.0,85105.0
Must_MPPT_60V_85A_3444,Must,MPPT,60.0,85.0,0.93,59007.0,98345.0
Must_MPPT_100V_90A_3486,Must,MPPT,100.0,90.0,0.92,36661.0,61101.0
Must_MPPT_60V_70A_3499,Must,MPPT,60.0,70.0,0.93,59702.0,99504.0
Must_MPPT_24V_80A_3519,Must,MPPT,24.0,80.0,0.95,19468.0,32446.0
Must_MPPT_24V_30A_3526,Must,MPPT,24.0,30.0,0.92,46651.0,77751.0
Must_MPPT_150V_95A_3547,Must,MPPT,150.0,95.0,0.92,51451.0,85751.0
Must_MPPT_24V_20A_3596,Must,MPPT,24.0,20.0,0.93,57140.0,95234.0
Must_MPPT_100V_95A_3643,Must,MPPT,100.0,95.0,0.93,28205.0,47009.0
Must_MPPT_60V_95A_3656,Must,MPPT,60.0,95.0,0.94,55509.0,92515.0
Must_MPPT_12V_25A_3697,Must,MPPT,12.0,25.0,0.94,40039.0,66731.0
Must_MPPT_48V_75A_3704,Must,MPPT,48.0,75.0,0.94,35110.0,58518.0
Must_MPPT_48V_35A_3727,Must,MPPT,48.0,35.0,0.94,44044.0,73408.0
Must_MPPT_12V_60A_3733,Must,MPPT,12.0,60.0,0.94,38126.0,63544.0
Must_MPPT_24V_85A_3745,Must,MPPT,24.0,85.0,0.93,15310.0,25518.0
Must_MPPT_48V_70A_3784,Must,MPPT,48.0,70.0,0.91,42144.0,70240.0
Must_MPPT_60V_60A_3799,Must,MPPT,60.0,60.0,0.93,45693.0,76155.0
Must_MPPT_100V_95A_3842,Must,MPPT,100.0,95.0,0.93,55337.0,92229.0
Must_MPPT_100V_75A_3916,Must,MPPT,100.0,75.0,0.91,23613.0,39355.0
Must_MPPT_12V_85A_3930,Must,MPPT,12.0,85.0,0.94,51794.0,86322.0
Must_MPPT_12V_45A_3989,Must,MPPT,12.0,45.0,0.93,50939.0,84899.0
Must_MPPT_24V_65A_4010,Must,MPPT,24.0,65.0,0.91,26702.0,44504.0
Must_MPPT_150V_100A_4015,Must,MPPT,150.0,100.0,0.94,44261.0,73769.0
Must_MPPT_150V_25A_4030,Must,MPPT,150.0,25.0,0.92,24207.0,40345.0
Must_MPPT_150V_90A_4036,Must,MPPT,150.0,90.0,0.92,51299.0,85499.0
Must_MPPT_100V_80A_4048,Must,MPPT,100.0,80.0,0.92,29595.0,49325.0
Must_MPPT_100V_55A_4054,Must,MPPT,100.0,55.0,0.95,45968.0,76612.0
Must_MPPT_24V_80A_4067,Must,MPPT,24.0,80.0,0.94,19390.0,32316.0
Must_MPPT_36V_35A_4088,Must,MPPT,36.0,35.0,0.92,21586.0,35978.0
Must_MPPT_12V_40A_4097,Must,MPPT,12.0,40.0,0.92,52154.0,86924.0
Must_MPPT_36V_55A_4112,Must,MPPT,36.0,55.0,0.94,31651.0,52751.0
Must_MPPT_12V_90A_4123,Must,MPPT,12.0,90.0,0.92,33765.0,56275.0
Must_MPPT_12V_95A_4146,Must,MPPT,12.0,95.0,0.93,19383.0,32305.0
Must_MPPT_100V_25A_4151,Must,MPPT,100.0,25.0,0.95,28990.0,48318.0
Must_MPPT_24V_15A_4173,Must,MPPT,24.0,15.0,0.91,26132.0,43554.0
Must_MPPT_60V_40A_4175,Must,MPPT,60.0,40.0,0.91,26374.0,43956.0
Must_MPPT_150V_50A_4185,Must,MPPT,150.0,50.0,0.93,18326.0,30542.0
Must_MPPT_100V_25A_4230,Must,MPPT,100.0,25.0,0.93,19730.0,32882.0
Must_MPPT_36V_75A_4234,Must,MPPT,36.0,75.0,0.95,18216.0,30360.0
Must_MPPT_12V_90A_4241,Must,MPPT,12.0,90.0,0.92,56637.0,94395.0
Must_MPPT_12V_100A_4256,Must,MPPT,12.0,100.0,0.91,18917.0,31529.0
Must_MPPT_48V_25A_4269,Must,MPPT,48.0,25.0,0.95,56666.0,94444.0
Must_MPPT_100V_95A_4304,Must,MPPT,100.0,95.0,0.92,24652.0,41088.0
Must_MPPT_48V_85A_4308,Must,MPPT,48.0,85.0,0.93,28894.0,48158.0
Must_MPPT_36V_75A_4313,Must,MPPT,36.0,75.0,0.94,30989.0,51649.0
Must_MPPT_150V_95A_4320,Must,MPPT,150.0,95.0,0.94,30875.0,51459.0
Must_MPPT_48V_45A_4332,Must,MPPT,48.0,45.0,0.92,28535.0,47559.0
Must_MPPT_48V_40A_4335,Must,MPPT,48.0,40.0,0.91,30620.0,51032.0
Must_MPPT_60V_85A_4342,Must,MPPT,60.0,85.0,0.93,36605.0,61009.0
Must_MPPT_24V_35A_4356,Must,MPPT,24.0,35.0,0.92,51275.0,85459.0
Must_MPPT_36V_70A_4395,Must,MPPT,36.0,70.0,0.94,21273.0,35455.0
Must_MPPT_12V_75A_4406,Must,MPPT,12.0,75.0,0.92,41511.0,69185.0
Must_MPPT_48V_95A_4477,Must,MPPT,48.0,95.0,0.94,20479.0,34131.0
Must_MPPT_60V_40A_4478,Must,MPPT,60.0,40.0,0.93,27238.0,45398.0
Must_MPPT_36V_75A_4486,Must,MPPT,36.0,75.0,0.93,44679.0,74465.0
Must_MPPT_36V_50A_4505,Must,MPPT,36.0,50.0,0.93,36788.0,61312.0
Must_MPPT_100V_90A_4518,Must,MPPT,100.0,90.0,0.94,27281.0,45469.0
Must_MPPT_48V_40A_4533,Must,MPPT,48.0,40.0,0.92,37659.0,62765.0
Must_MPPT_100V_70A_4535,Must,MPPT,100.0,70.0,0.91,58840.0,98066.0
Must_MPPT_12V_15A_4590,Must,MPPT,12.0,15.0,0.94,42859.0,71431.0
Must_MPPT_36V_85A_4615,Must,MPPT,36.0,85.0,0.94,30018.0,50030.0
Must_MPPT_36V_70A_4642,Must,MPPT,36.0,70.0,0.93,18942.0,31570.0
Must_MPPT_100V_30A_4649,Must,MPPT,100.0,30.0,0.93,23654.0,39422.0
Must_MPPT_24V_35A_4653,Must,MPPT,24.0,35.0,0.93,58013.0,96689.0
Must_MPPT_24V_85A_4657,Must,MPPT,24.0,85.0,0.94,44110.0,73516.0
Must_MPPT_12V_50A_4696,Must,MPPT,12.0,50.0,0.95,52940.0,88232.0
