"city","latitude","longitude","temp","humidity","wind_speed","cloud","region","population","date","season","avg_sun_hours"
"Shani","10.29","11.97","308.15","18","3.39","100","Borno","8971","2024-02-25","dry","3.086975380953329"
"Shani","10.17","11.96","308.86","18","3.18","100","Borno","9834","2024-02-25","dry","2.8939589407548993"
"Shani","10.3","12.01","308.07","18","3.42","100","Borno","9677","2024-02-25","dry","3.2192313009696023"
"Shani","10.39","11.96","308.54","18","3.85","100","Borno","5364","2024-02-25","dry","3.0212510629932767"
"Shani","10.44","12.03","307.33","18","4.1","100","Borno","8315","2024-02-25","dry","2.653199642909768"
"Shani","10.26","12.14","309.13","18","3.5","100","Borno","9834","2024-02-25","dry","2.5765192112645594"
"Shani","10.39","12.1","306.14","18","3.91","100","Borno","9834","2024-02-25","dry","3.164383617732557"
"Shani","10.2","12.03","309.11","18","3.21","100","Borno","9834","2024-02-25","dry","2.6646362627438838"
"Shani","10.19","12.01","309.1","18","3.16","100","Borno","9834","2024-02-25","dry","2.6770733305713628"
"Shani","10.03","12.06","309.52","17","3.59","100","Borno","7803","2024-02-25","dry","2.5647277184757127"
"Shani","10.08","12.05","309.51","18","3.44","100","Borno","9037","2024-02-25","dry","3.1515749988387607"
"Shani","10.04","12.07","309.3","18","3.58","100","Borno","7613","2024-02-25","dry","3.0377973269264857"
"Shani","10.07","12.06","309.44","18","3.48","100","Borno","8586","2024-02-25","dry","3.1039334911758214"
"Shani","10.27","12.18","308.94","18","3.62","100","Borno","9530","2024-02-25","dry","2.505270263947397"
"Shani","10.15","12.02","309.26","18","3.23","100","Borno","9834","2024-02-25","dry","2.5622984721686803"
"Shani","10.12","12.07","309.28","18","3.41","100","Borno","8807","2024-02-25","dry","2.7015691618378943"
"Shani","10.1","12.07","309.3","18","3.45","100","Borno","8548","2024-02-25","dry","2.641693354735639"
"Shani","10.04","12.04","309.6","17","3.52","100","Borno","8924","2024-02-25","dry","3.239307433075594"
"Shani","10.03","11.86","308.82","18","3.14","100","Borno","10039","2024-02-25","dry","3.0853165858312988"
"Shani","10.05","12.05","309.45","17","3.51","100","Borno","8924","2024-02-25","dry","2.736593556173307"
"Shani","10.04","12.04","309.6","17","3.52","100","Borno","9091","2024-02-25","dry","2.92638061789506"
"Shani","10.07","12.07","309.34","18","3.51","100","Borno","8195","2024-02-25","dry","3.1120577010455976"
"Shani","10.28","12.03","308.01","18","3.36","100","Borno","9834","2024-02-25","dry","2.6936415861560965"
"Shani","10.32","12.1","306.69","18","3.64","100","Borno","9834","2024-02-25","dry","2.5092296787851383"
"Shani","10.38","12.1","306.65","18","3.87","100","Borno","9834","2024-02-25","dry","2.9421333115604766"
"Shani","10.14","12.07","309.26","18","3.38","100","Borno","9362","2024-02-25","dry","3.0621293848519637"
"Shani","10.34","12.21","308.9","18","3.85","100","Borno","9834","2024-02-25","dry","2.9212151415580823"
"Shani","10.37","12.11","306.77","18","3.84","100","Borno","9834","2024-02-25","dry","2.5413769072637455"
"Shani","10.25","12.11","309.15","18","3.4","100","Borno","9834","2024-02-25","dry","3.0677431113640705"
"Shani","10.42","12.08","306.3","18","4.02","100","Borno","9826","2024-02-25","dry","2.7903858983440686"
"Shani","10.35","12.07","306.75","18","3.72","100","Borno","9824","2024-02-25","dry","2.6559265679791153"
"Shani","10.07","12.04","309.52","17","3.44","100","Borno","9258","2024-02-25","dry","2.9502381703291043"
"Shani","10.15","12.01","309.18","18","3.2","100","Borno","9834","2024-02-25","dry","3.1548960315425636"
"Shani","10.46","11.97","307.83","18","4.18","100","Borno","5829","2024-02-25","dry","2.9483311819351457"
"Shani","10.38","12.02","308.07","18","3.82","100","Borno","8012","2024-02-25","dry","3.127981228783173"
"Shani","10.25","12.16","308.87","18","3.51","100","Borno","9421","2024-02-25","dry","3.233938080934471"
"Shani","10.43","12.06","307.15","18","4.06","100","Borno","9448","2024-02-25","dry","2.5260470863831124"
"Shani","10.3","12.01","308.07","18","3.42","100","Borno","9545","2024-02-25","dry","2.5729837810783165"
"Shani","10.18","11.96","305.16","21","2.18","1","Borno","9834","2024-02-26","dry","5.6825952839341936"
"Shani","10.34","11.93","305.24","21","2.68","1","Borno","6151","2024-02-26","dry","5.4383805638974705"
"Shani","10.22","12.06","305.12","21","2.39","0","Borno","9834","2024-02-26","dry","5.657951595112381"
"Shani","10.1","11.87","305.63","21","2.03","2","Borno","9834","2024-02-26","dry","5.272942658519798"
"Shani","10.42","12.02","304.31","22","3.93","0","Borno","7996","2024-02-26","dry","5.722660582903344"
"Shani","10.28","12.01","304.56","22","3.93","0","Borno","9832","2024-02-26","dry","6.054445521920917"
"Shani","10.21","12.01","305.43","21","2.52","0","Borno","9834","2024-02-26","dry","5.231476989499055"
"Shani","10.36","12.02","304.56","22","3.93","0","Borno","8446","2024-02-26","dry","6.000509510352231"
"Shani","10.27","12.17","305.28","22","3.93","0","Borno","9662","2024-02-26","dry","6.0454479033112"
"Shani","10.09","12.06","305.04","21","2.42","1","Borno","8896","2024-02-26","dry","5.96581192269061"
"Shani","10.06","12.05","304.91","21","2.38","1","Borno","9177","2024-02-26","dry","6.436089050643141"
"Shani","10.31","12.22","304.21","23","2.41","0","Borno","9834","2024-02-26","dry","5.89337454497145"
"Shani","10.05","12.05","304.86","21","2.38","2","Borno","8718","2024-02-26","dry","6.325353578421882"
"Shani","10.07","12.05","304.99","21","2.38","1","Borno","9177","2024-02-26","dry","5.01125712266842"
"Shani","10.34","12.1","302.75","22","2.82","0","Borno","9834","2024-02-26","dry","6.387489506766734"
"Shani","10.43","11.95","304.57","21","3.24","1","Borno","5426","2024-02-26","dry","5.1677664541338135"
"Shani","10.4","12.11","302.79","22","3.16","0","Borno","9834","2024-02-26","dry","6.318832274444661"
"Shani","10.06","12.03","305.06","21","2.29","2","Borno","9399","2024-02-26","dry","5.305764085534322"
"Shani","10.39","11.96","304.98","21","3.08","0","Borno","5364","2024-02-26","dry","5.793057436782781"
"Shani","10.4","12.12","303.07","22","3.14","0","Borno","9834","2024-02-26","dry","5.618677516143389"
"Shani","10.44","12.03","303.81","22","3.54","0","Borno","8315","2024-02-26","dry","5.704912476543342"
"Shani","10.38","12.09","302.46","22","3.08","0","Borno","9834","2024-02-26","dry","5.056419714142078"
"Shani","10.36","12.08","303.07","22","2.98","0","Borno","9834","2024-02-26","dry","5.291492204829834"
"Shani","10.22","12.02","305.1","21","2.43","0","Borno","9834","2024-02-26","dry","6.2840979837273805"
"Shani","10.22","11.98","305.21","21","2.36","0","Borno","9834","2024-02-26","dry","5.205233263979808"
"Shani","10.29","12.13","304.7","22","2.47","0","Borno","9834","2024-02-26","dry","5.472785201292892"
"Shani","10.3","12.07","304.22","22","2.65","0","Borno","9834","2024-02-26","dry","6.3042447409359195"
"Shani","10.41","12.13","303.1","22","3.19","0","Borno","9834","2024-02-26","dry","5.156239799274645"
"Shani","10.11","12.07","304.91","21","2.44","1","Borno","8671","2024-02-26","dry","5.758851456611409"
"Shani","10.11","11.87","305.24","21","1.7","2","Borno","9834","2024-02-26","dry","5.0196703430461564"
"Shani","10.3","12.08","302.96","22","2.63","0","Borno","9834","2024-02-26","dry","5.770965528586105"
"Shani","10.18","12.08","305.05","22","2.4","1","Borno","9663","2024-02-26","dry","5.438632062575766"
"Shani","10.07","12.0","304.99","21","2.17","2","Borno","9834","2024-02-26","dry","6.142925867528126"
"Shani","10.27","12.06","304.7","21","2.5","0","Borno","9834","2024-02-26","dry","6.330476124831845"
"Shani","10.27","12.03","304.54","21","2.56","0","Borno","9834","2024-02-26","dry","5.220574891562292"
"Shani","10.05","12.02","305.0","21","2.23","2","Borno","9834","2024-02-26","dry","5.498496499231215"
"Shani","10.31","12.19","304.46","22","2.46","0","Borno","9834","2024-02-26","dry","5.226671392531981"
"Shani","10.11","12.05","305.16","21","2.38","1","Borno","9429","2024-02-26","dry","5.015627925863837"
"Shani","10.35","12.21","304.54","23","2.66","0","Borno","9834","2024-02-26","dry","5.050395062315374"
"Shani","10.33","12.17","304.68","22","2.62","0","Borno","9834","2024-02-26","dry","6.102300455985772"
"Shani","10.22","12.09","305.17","22","2.36","0","Borno","9814","2024-02-26","dry","5.044957743076345"
"Shani","10.34","12.04","304.22","21","2.94","0","Borno","9486","2024-02-26","dry","5.613911092737017"
"Shani","10.31","12.13","304.49","22","2.58","0","Borno","9834","2024-02-26","dry","5.192095631477193"
"Shani","10.32","12.06","303.51","21","2.79","0","Borno","9834","2024-02-26","dry","5.996087190596027"
"Shani","10.23","12.1","305.12","22","2.34","0","Borno","9834","2024-02-26","dry","5.077508801204705"
"Shani","10.28","12.16","304.67","22","2.36","0","Borno","9834","2024-02-26","dry","6.09555415429592"
"Shani","10.32","12.19","304.57","22","2.52","0","Borno","9834","2024-02-26","dry","5.650084973558874"
"Shani","10.34","12.2","304.62","22","2.62","0","Borno","9834","2024-02-26","dry","5.295981060121779"
"Shani","10.27","12.1","304.69","22","2.42","0","Borno","9834","2024-02-26","dry","5.619139407086266"
"Shani","10.08","11.9","305.37","21","1.7","2","Borno","9834","2024-02-26","dry","6.264191652427559"
"Shani","10.19","12.02","305.32","21","2.4","1","Borno","9834","2024-02-26","dry","5.354842433242752"
"Shani","10.21","12.07","305.27","21","2.39","0","Borno","9834","2024-02-26","dry","6.045578492004006"
"Shani","10.26","12.19","304.15","23","2.2","0","Borno","9158","2024-02-26","dry","6.486980108533313"
"Shani","10.36","12.07","303.78","22","3.0","0","Borno","9776","2024-02-26","dry","6.009226834933435"
"Shani","10.24","12.05","304.94","21","2.41","0","Borno","9834","2024-02-26","dry","5.390759926954978"
"Shani","10.36","12.1","303.04","22","2.94","0","Borno","9834","2024-02-26","dry","5.954150562659126"
"Shani","10.2","12.09","305.03","22","2.38","0","Borno","9601","2024-02-26","dry","5.974325149068328"
"Shani","10.04","12.03","304.99","21","2.27","2","Borno","9411","2024-02-26","dry","5.619298476298154"
"Shani","10.41","12.12","303.03","22","3.21","0","Borno","9834","2024-02-26","dry","5.66871058692204"
"Shani","10.22","12.15","303.51","22","2.31","0","Borno","8647","2024-02-26","dry","5.365769759484899"
"Shani","10.15","12.03","305.24","21","2.36","1","Borno","9834","2024-02-26","dry","5.382937605936224"
"Shani","10.33","12.01","304.64","21","2.95","0","Borno","8572","2024-02-26","dry","6.088008741875511"
"Shani","10.34","12.16","304.57","22","2.7","0","Borno","9834","2024-02-26","dry","6.133798010745744"
"Shani","10.33","12.0","304.55","21","2.97","0","Borno","8312","2024-02-26","dry","5.454841741048009"
"Shani","10.36","12.01","304.82","21","3.12","0","Borno","7936","2024-02-26","dry","5.281709575583726"
"Shani","10.21","12.04","305.23","21","2.41","0","Borno","9834","2024-02-26","dry","6.0197376319010845"
"Shani","10.25","12.08","304.92","22","2.35","0","Borno","9834","2024-02-26","dry","5.91352765568935"
"Shani","10.14","12.01","305.11","21","2.32","1","Borno","9834","2024-02-26","dry","6.081506218981975"
"Shani","10.44","12.01","304.34","21","3.57","0","Borno","7128","2024-02-26","dry","6.16775381062814"
"Shani","10.06","11.82","305.77","21","1.63","2","Borno","10281","2024-02-26","dry","5.601624179482498"
"Shani","10.18","12.07","305.17","21","2.4","1","Borno","9814","2024-02-26","dry","6.257423194727742"
"Shani","10.34","12.07","303.16","22","2.88","0","Borno","9824","2024-02-26","dry","5.284521577644141"
"Shani","10.35","12.11","303.31","22","2.86","0","Borno","9834","2024-02-26","dry","6.484921327484498"
"Shani","10.24","11.99","305.09","21","2.45","0","Borno","9834","2024-02-26","dry","5.45864000685616"
"Shani","10.09","12.07","304.91","21","2.45","1","Borno","8420","2024-02-26","dry","6.288533860130984"
"Shani","10.29","12.05","303.33","21","2.63","0","Borno","9834","2024-02-26","dry","5.389786068052155"
"Shani","10.42","12.11","302.15","22","3.29","0","Borno","9834","2024-02-26","dry","6.213969499376351"
"Shani","10.32","11.91","305.33","21","2.49","1","Borno","6446","2024-02-26","dry","5.782860892313969"
"Shani","10.16","11.83","305.69","21","1.78","2","Borno","9834","2024-02-26","dry","5.103171616436168"
"Shani","10.01","12.02","304.8","21","2.19","2","Borno","8450","2024-02-26","dry","6.352621686936425"
"Shani","10.35","12.06","303.66","22","2.96","0","Borno","9506","2024-02-26","dry","5.591623751882144"
"Shani","10.1","11.92","305.31","21","1.81","2","Borno","9834","2024-02-26","dry","5.491521159546081"
"Shani","10.32","12.2","304.46","23","2.5","0","Borno","9834","2024-02-26","dry","5.022605746973215"
"Shani","10.33","12.21","304.63","23","2.54","0","Borno","9834","2024-02-26","dry","6.015017370563134"
"Shani","10.33","12.22","304.19","23","2.52","0","Borno","9834","2024-02-26","dry","5.511756974055588"
"Shani","10.03","12.06","304.86","21","2.43","2","Borno","8174","2024-02-26","dry","5.707942396377629"
"Shani","10.29","12.06","303.6","21","2.61","0","Borno","9834","2024-02-26","dry","5.4584710544939155"
"Shani","10.4","12.02","304.42","21","3.33","0","Borno","7914","2024-02-26","dry","5.9307167729695385"
"Shani","10.21","12.11","304.88","22","2.36","0","Borno","9573","2024-02-26","dry","6.465864120271927"
"Shani","10.36","11.95","304.98","21","2.87","1","Borno","6117","2024-02-26","dry","5.709189770829407"
"Shani","10.33","12.16","304.53","22","2.64","0","Borno","9834","2024-02-26","dry","5.36120633488428"
"Shani","10.01","12.04","304.72","21","2.31","2","Borno","8274","2024-02-26","dry","5.65843619106731"
"Shani","10.31","12.06","303.25","21","2.73","0","Borno","9834","2024-02-26","dry","6.292254663290402"
"Shani","10.07","12.04","305.01","21","2.34","1","Borno","9554","2024-02-26","dry","6.306054296982098"
"Shani","10.31","12.16","304.71","22","2.52","0","Borno","9834","2024-02-26","dry","5.856668277359922"
"Shani","10.43","12.05","303.8","22","3.45","0","Borno","9448","2024-02-26","dry","5.777451408819354"
"Shani","10.42","12.02","304.34","21","3.44","0","Borno","7996","2024-02-26","dry","5.015030393814616"
"Shani","10.34","12.03","304.48","21","2.96","0","Borno","9276","2024-02-26","dry","5.62535692003292"
"Shani","10.32","12.07","303.12","22","2.77","0","Borno","9834","2024-02-26","dry","5.3936517708669385"
"Shani","10.34","12.08","302.77","22","2.86","0","Borno","9834","2024-02-26","dry","5.614577212393631"
"Shani","10.21","12.06","305.28","21","2.39","0","Borno","9834","2024-02-26","dry","5.86432156566399"
"Shani","10.33","12.08","302.69","22","2.8","0","Borno","9834","2024-02-26","dry","6.426326798219572"
"Shani","10.06","12.03","305.06","21","2.29","2","Borno","9710","2024-02-26","dry","5.202212194471541"
"Shani","10.18","12.1","304.75","22","2.41","0","Borno","8952","2024-02-26","dry","5.245568466730608"
"Shani","10.38","12.05","304.01","22","3.16","0","Borno","9024","2024-02-26","dry","5.609268465374365"
"Shani","10.36","12.06","304.13","22","3.02","0","Borno","9434","2024-02-26","dry","6.1698082088532304"
"Shani","10.29","11.97","304.74","21","2.6","0","Borno","8971","2024-02-26","dry","5.5223258818836225"
"Shani","10.17","11.96","305.13","21","2.16","1","Borno","9834","2024-02-26","dry","5.923479075869464"
"Shani","10.3","12.01","304.61","21","2.78","0","Borno","9677","2024-02-26","dry","5.117758721913479"
"Shani","10.26","12.14","304.8","22","2.29","0","Borno","9834","2024-02-26","dry","6.130830799917872"
"Shani","10.39","12.1","302.46","22","3.12","0","Borno","9834","2024-02-26","dry","5.949760221833472"
"Shani","10.2","12.03","305.27","21","2.41","0","Borno","9834","2024-02-26","dry","6.332628864280094"
"Shani","10.19","12.01","305.3","21","2.4","1","Borno","9834","2024-02-26","dry","5.885538086962368"
"Shani","10.03","12.06","304.86","21","2.43","2","Borno","7803","2024-02-26","dry","5.024966924070288"
"Shani","10.08","12.05","305.04","21","2.38","1","Borno","9037","2024-02-26","dry","5.400291249777121"
"Shani","10.04","12.07","304.7","21","2.48","2","Borno","7613","2024-02-26","dry","6.072099855809063"
"Shani","10.07","12.06","304.93","21","2.42","1","Borno","8586","2024-02-26","dry","5.476872768209715"
"Shani","10.27","12.18","304.4","22","2.27","0","Borno","9530","2024-02-26","dry","5.71512279110765"
"Shani","10.15","12.02","305.18","21","2.35","1","Borno","9834","2024-02-26","dry","5.742011127917627"
"Shani","10.12","12.07","304.95","21","2.43","1","Borno","8807","2024-02-26","dry","6.409266699986306"
"Shani","10.1","12.07","304.91","21","2.45","1","Borno","8548","2024-02-26","dry","5.825345745049023"
"Shani","10.04","12.04","304.93","21","2.32","2","Borno","8924","2024-02-26","dry","4.969871832969051"
"Shani","10.03","11.86","305.46","21","1.55","2","Borno","10039","2024-02-26","dry","5.908396690788588"
"Shani","10.05","12.05","304.86","21","2.38","2","Borno","8924","2024-02-26","dry","5.232662375156415"
"Shani","10.04","12.04","304.93","21","2.32","2","Borno","9091","2024-02-26","dry","6.379841755266723"
"Shani","10.07","12.07","304.84","21","2.47","1","Borno","8195","2024-02-26","dry","5.776346692656136"
"Shani","10.28","12.03","304.44","21","2.62","0","Borno","9834","2024-02-26","dry","5.005944854339522"
"Shani","10.32","12.1","302.81","22","2.7","0","Borno","9834","2024-02-26","dry","6.482510467375493"
"Shani","10.38","12.1","302.94","22","3.06","0","Borno","9834","2024-02-26","dry","5.203323319320502"
"Shani","10.14","12.07","305.01","21","2.42","1","Borno","9362","2024-02-26","dry","6.396947519238948"
"Shani","10.34","12.21","304.64","23","2.6","0","Borno","9834","2024-02-26","dry","5.2414185868835546"
"Shani","10.37","12.11","303.0","22","2.98","0","Borno","9834","2024-02-26","dry","5.486345862692915"
"Shani","10.25","12.11","304.99","22","2.29","0","Borno","9834","2024-02-26","dry","5.527159738023656"
"Shani","10.42","12.08","302.73","22","3.34","0","Borno","9826","2024-02-26","dry","6.122110031404767"
"Shani","10.35","12.07","303.06","22","2.94","0","Borno","9824","2024-02-26","dry","5.948827771285238"
"Shani","10.07","12.04","305.01","21","2.34","1","Borno","9258","2024-02-26","dry","5.122273638164412"
"Shani","10.15","12.01","305.12","21","2.33","1","Borno","9834","2024-02-26","dry","6.401583218163942"
"Shani","10.46","11.97","304.2","22","3.51","0","Borno","5829","2024-02-26","dry","5.407271441660941"
"Shani","10.38","12.02","304.56","21","3.21","0","Borno","8012","2024-02-26","dry","6.069284827909382"
"Shani","10.25","12.16","304.36","22","2.2","0","Borno","9421","2024-02-26","dry","5.928047226174053"
"Shani","10.43","12.06","303.61","22","3.43","0","Borno","9448","2024-02-26","dry","5.9755709584296"
"Shani","10.3","12.01","304.61","21","2.78","0","Borno","9545","2024-02-26","dry","5.861580249527005"
"Shani","10.18","11.96","304.11","21","0.96","67","Borno","9834","2024-02-27","dry","3.857658562583253"
"Shani","10.34","11.93","304.62","20","1.4","80","Borno","6151","2024-02-27","dry","3.862064042041922"
"Shani","10.22","12.06","304.44","21","1.2","63","Borno","9834","2024-02-27","dry","4.296340366384522"
"Shani","10.1","11.87","304.14","21","1.37","50","Borno","9834","2024-02-27","dry","3.9479222503086326"
"Shani","10.42","12.02","304.66","19","2.31","87","Borno","7996","2024-02-27","dry","2.925039723317109"
"Shani","10.28","12.01","303.67","21","0.93","80","Borno","9832","2024-02-27","dry","3.825121382719859"
"Shani","10.21","12.01","304.17","21","0.82","71","Borno","9834","2024-02-27","dry","4.015472412654173"
"Shani","10.36","12.02","304.38","20","1.75","83","Borno","8446","2024-02-27","dry","3.3824656014543955"
"Shani","10.27","12.17","304.68","20","2.18","42","Borno","9662","2024-02-27","dry","4.671605281812726"
"Shani","10.09","12.06","305.06","20","1.83","52","Borno","8896","2024-02-27","dry","4.047721130776145"
"Shani","10.06","12.05","305.06","20","1.94","49","Borno","9177","2024-02-27","dry","4.226834909741089"
"Shani","10.31","12.22","304.72","20","2.67","34","Borno","9834","2024-02-27","dry","5.389794448678271"
"Shani","10.05","12.05","305.06","20","2.0","48","Borno","8718","2024-02-27","dry","4.396721725989256"
"Shani","10.07","12.05","305.08","20","1.88","50","Borno","9177","2024-02-27","dry","4.266685569093699"
"Shani","10.34","12.1","302.68","20","2.03","63","Borno","9834","2024-02-27","dry","4.1107033165997775"
"Shani","10.43","11.95","304.87","20","2.16","84","Borno","5426","2024-02-27","dry","3.1731504677996867"
"Shani","10.4","12.11","303.0","20","2.45","65","Borno","9834","2024-02-27","dry","4.183992208298347"
"Shani","10.06","12.03","305.14","20","1.84","49","Borno","9399","2024-02-27","dry","3.948044747819227"
"Shani","10.39","11.96","304.92","20","1.85","84","Borno","5364","2024-02-27","dry","3.099250773204915"
"Shani","10.4","12.12","303.28","20","2.48","63","Borno","9834","2024-02-27","dry","3.5766601206167072"
"Shani","10.44","12.03","304.3","19","2.52","86","Borno","8315","2024-02-27","dry","3.0075384846868842"
"Shani","10.38","12.09","302.55","20","2.24","68","Borno","9834","2024-02-27","dry","3.764240742953041"
"Shani","10.36","12.08","303.03","20","2.06","69","Borno","9834","2024-02-27","dry","4.009811410782012"
"Shani","10.22","12.02","304.08","21","0.85","71","Borno","9834","2024-02-27","dry","4.004842935233148"
"Shani","10.22","11.98","303.97","21","0.72","75","Borno","9834","2024-02-27","dry","3.145997987012383"
"Shani","10.29","12.13","304.61","20","1.95","53","Borno","9834","2024-02-27","dry","4.64684684317059"
"Shani","10.3","12.07","303.78","20","1.56","67","Borno","9834","2024-02-27","dry","4.11635680456622"
"Shani","10.41","12.13","303.34","20","2.57","62","Borno","9834","2024-02-27","dry","3.979502247023095"
"Shani","10.11","12.07","304.87","20","1.79","53","Borno","8671","2024-02-27","dry","4.3389104185455025"
"Shani","10.11","11.87","304.03","21","1.33","52","Borno","9834","2024-02-27","dry","3.766167185303686"
"Shani","10.3","12.08","302.58","20","1.64","65","Borno","9834","2024-02-27","dry","4.346747831783232"
"Shani","10.18","12.08","304.72","20","1.53","57","Borno","9663","2024-02-27","dry","3.803087721482238"
"Shani","10.07","12.0","304.88","20","1.64","50","Borno","9834","2024-02-27","dry","4.561113125733886"
"Shani","10.27","12.06","303.99","21","1.26","67","Borno","9834","2024-02-27","dry","3.99154093859739"
"Shani","10.27","12.03","303.58","21","1.01","74","Borno","9834","2024-02-27","dry","3.367179655345574"
"Shani","10.05","12.02","305.11","20","1.85","47","Borno","9834","2024-02-27","dry","4.42598609163801"
"Shani","10.31","12.19","304.79","20","2.47","40","Borno","9834","2024-02-27","dry","4.222889128434259"
"Shani","10.11","12.05","305.02","20","1.65","54","Borno","9429","2024-02-27","dry","4.729547687574527"
"Shani","10.35","12.21","304.9","20","2.69","39","Borno","9834","2024-02-27","dry","5.014771320200611"
"Shani","10.33","12.17","304.89","20","2.4","46","Borno","9834","2024-02-27","dry","4.294780935793017"
"Shani","10.22","12.09","304.74","20","1.47","58","Borno","9814","2024-02-27","dry","3.733105197254728"
"Shani","10.34","12.04","303.9","20","1.68","77","Borno","9486","2024-02-27","dry","3.8656999784871706"
"Shani","10.31","12.13","304.46","20","2.05","54","Borno","9834","2024-02-27","dry","4.217599025287157"
"Shani","10.32","12.06","303.14","20","1.65","71","Borno","9834","2024-02-27","dry","4.178258917670104"
"Shani","10.23","12.1","304.73","20","1.53","56","Borno","9834","2024-02-27","dry","4.382701282438348"
"Shani","10.28","12.16","304.79","20","2.14","45","Borno","9834","2024-02-27","dry","4.745431258731894"
"Shani","10.32","12.19","304.88","20","2.5","41","Borno","9834","2024-02-27","dry","4.687038802570427"
"Shani","10.34","12.2","304.96","20","2.61","40","Borno","9834","2024-02-27","dry","4.766180819512535"
"Shani","10.27","12.1","304.31","20","1.59","58","Borno","9834","2024-02-27","dry","3.9278976575414197"
"Shani","10.08","11.9","304.45","21","1.47","48","Borno","9834","2024-02-27","dry","4.899220874886789"
"Shani","10.19","12.02","304.49","21","1.0","67","Borno","9834","2024-02-27","dry","3.3794068746618198"
"Shani","10.21","12.07","304.72","21","1.33","61","Borno","9834","2024-02-27","dry","4.078575725591429"
"Shani","10.26","12.19","304.52","20","2.32","37","Borno","9158","2024-02-27","dry","5.015214303389253"
"Shani","10.36","12.07","303.71","20","2.01","71","Borno","9776","2024-02-27","dry","3.5155563899123434"
"Shani","10.24","12.05","304.05","21","1.04","67","Borno","9834","2024-02-27","dry","3.9535179784115475"
"Shani","10.36","12.1","303.06","20","2.16","65","Borno","9834","2024-02-27","dry","3.6239078894460444"
"Shani","10.2","12.09","304.68","20","1.54","57","Borno","9601","2024-02-27","dry","3.911934531058086"
"Shani","10.04","12.03","305.19","20","1.96","46","Borno","9411","2024-02-27","dry","3.9727766753453833"
"Shani","10.41","12.12","303.27","20","2.54","64","Borno","9834","2024-02-27","dry","3.8983814582318064"
"Shani","10.22","12.15","303.59","20","2.01","46","Borno","8647","2024-02-27","dry","3.928084403424532"
"Shani","10.15","12.03","304.74","20","1.29","60","Borno","9834","2024-02-27","dry","3.763531255047939"
"Shani","10.33","12.01","304.09","20","1.41","83","Borno","8572","2024-02-27","dry","3.7845168331645413"
"Shani","10.34","12.16","304.75","20","2.38","50","Borno","9834","2024-02-27","dry","3.8151632060984313"
"Shani","10.33","12.0","303.96","20","1.35","85","Borno","8312","2024-02-27","dry","3.142804460626378"
"Shani","10.36","12.01","304.56","20","1.7","85","Borno","7936","2024-02-27","dry","3.229766945145538"
"Shani","10.21","12.04","304.44","21","1.07","66","Borno","9834","2024-02-27","dry","4.005943863034628"
"Shani","10.25","12.08","304.26","21","1.28","61","Borno","9834","2024-02-27","dry","3.9611174630998343"
"Shani","10.14","12.01","304.56","20","1.22","60","Borno","9834","2024-02-27","dry","3.8744692351544168"
"Shani","10.44","12.01","304.86","19","2.48","90","Borno","7128","2024-02-27","dry","3.0384278531688533"
"Shani","10.06","11.82","304.28","21","1.49","41","Borno","10281","2024-02-27","dry","4.217604592653049"
"Shani","10.18","12.07","304.78","20","1.45","58","Borno","9814","2024-02-27","dry","4.309900164592337"
"Shani","10.34","12.07","302.96","20","1.86","70","Borno","9824","2024-02-27","dry","3.409857167840872"
"Shani","10.35","12.11","303.32","20","2.15","62","Borno","9834","2024-02-27","dry","4.205355438772467"
"Shani","10.24","11.99","303.74","21","0.61","78","Borno","9834","2024-02-27","dry","3.5530066247919034"
"Shani","10.09","12.07","304.97","20","1.89","52","Borno","8420","2024-02-27","dry","4.134134528308527"
"Shani","10.29","12.05","302.68","20","1.34","71","Borno","9834","2024-02-27","dry","3.5220460274971286"
"Shani","10.42","12.11","302.43","20","2.57","67","Borno","9834","2024-02-27","dry","3.4708514926335567"
"Shani","10.32","11.91","304.47","20","1.25","78","Borno","6446","2024-02-27","dry","3.1707308727452665"
"Shani","10.16","11.83","304.17","21","1.19","61","Borno","9834","2024-02-27","dry","3.8029187636027215"
"Shani","10.01","12.02","305.17","20","2.12","41","Borno","8450","2024-02-27","dry","4.0752726369720955"
"Shani","10.35","12.06","303.49","20","1.88","73","Borno","9506","2024-02-27","dry","3.1858420525304005"
"Shani","10.1","11.92","304.45","21","1.39","52","Borno","9834","2024-02-27","dry","4.277018053779387"
"Shani","10.32","12.2","304.83","20","2.56","39","Borno","9834","2024-02-27","dry","4.425718496028568"
"Shani","10.33","12.21","305.03","20","2.65","37","Borno","9834","2024-02-27","dry","4.122333469536557"
"Shani","10.33","12.22","304.65","20","2.71","35","Borno","9834","2024-02-27","dry","4.283344379470365"
"Shani","10.03","12.06","305.2","20","2.17","47","Borno","8174","2024-02-27","dry","3.887227006165341"
"Shani","10.29","12.06","303.02","20","1.41","69","Borno","9834","2024-02-27","dry","3.3640900040863864"
"Shani","10.4","12.02","304.56","20","2.13","85","Borno","7914","2024-02-27","dry","3.603405139495297"
"Shani","10.21","12.11","304.65","20","1.68","54","Borno","9573","2024-02-27","dry","4.418191716271954"
"Shani","10.36","11.95","304.6","20","1.57","82","Borno","6117","2024-02-27","dry","3.0661954709880135"
"Shani","10.33","12.16","304.7","20","2.34","49","Borno","9834","2024-02-27","dry","4.347939778702441"
"Shani","10.01","12.04","305.13","20","2.2","43","Borno","8274","2024-02-27","dry","4.2002711628902105"
